keyword,translated_keyword,0: All Prices,1: 0 to 5000 yen,"2: 5000 to 10,000 yen","3: 10,000 to 15,000 yen","4: 15,000 to 20,000 yen","5: 20,000 to 100,000 yen","6: 100,000 to 200,000 yen"
没有 环境,No environment,7,0,0,0,2,5,0
没有 真心,Not true,2,0,0,0,0,2,0
没有 算,No count,14,0,0,0,2,11,0
没有 舒服,Not comfortable,11,0,0,0,0,9,0
没有 购物,No shopping,8,0,0,0,0,8,0
没有 赞,No like,2,0,0,0,0,0,0
没有 过,Never had,4,0,0,0,0,3,0
没有 近,No near,26,0,0,2,7,16,0
没有 选择,no choice,15,0,0,0,0,13,0
没有 问题,no problem,88,0,0,8,22,57,0
没有 附近,Not nearby,19,0,0,0,5,13,0
漂亮,Pretty,489,0,2,7,21,428,31
漂亮 人,Beautiful people,2,0,0,0,0,0,0
漂亮 前台,Beautiful,2,0,0,0,0,0,0
漂亮 地方,Beautiful place,3,0,0,0,0,3,0
漂亮 塔,Beautiful tower,2,0,0,0,0,2,0
漂亮 外观,Beautiful appearance,7,0,0,0,0,7,0
漂亮 夜景,Beautiful,61,0,0,0,2,54,4
漂亮 大厅,Pretty hall,2,0,0,0,0,0,0
漂亮 大堂,Beautiful lobby,20,0,0,0,0,19,0
漂亮 妹子,Pretty girl,2,0,0,0,0,2,0
漂亮 姑娘,beautiful girl,3,0,0,0,2,0,0
漂亮 广场,Pretty square,3,0,0,0,0,3,0
漂亮 庭院,Pretty courtyard,3,0,0,0,0,3,0
漂亮 房,Beautiful room,3,0,0,0,0,3,0
漂亮 房间,Nice room,14,0,0,0,0,11,2
漂亮 景,Beautiful scene,3,0,0,0,0,3,0
漂亮 景色,Beautiful view,23,0,0,0,0,19,3
漂亮 景观,Beautiful landscape,3,0,0,0,0,3,0
漂亮 服务员,Pretty waiter,4,0,0,0,0,4,0
漂亮 楼下,Pretty downstairs,2,0,0,0,0,2,0
漂亮 樱花,Beautiful cherry blossom,2,0,0,0,0,0,0
漂亮 气派,Beautiful style,2,0,0,0,0,2,0
漂亮 沙滩,Beautiful beach,3,0,0,0,0,3,0
漂亮 海景,Beautiful seascape,14,0,0,0,0,14,0
漂亮 海滩,Pretty beach,3,0,0,0,0,3,0
漂亮 温泉,Beautiful hot spring,4,0,0,0,0,4,0
漂亮 游泳池,Nice swimming pool,4,0,0,0,0,3,0
漂亮 环境,Beautiful environment,11,0,0,0,0,10,0
漂亮 花园,Pretty garden,5,0,0,0,0,5,0
漂亮 菜,Beautiful dish,2,0,0,0,0,2,0
漂亮 装修,Beautiful decoration,4,0,0,0,0,3,0
漂亮 装饰,Beautiful decoration,3,0,0,0,0,0,0
漂亮 视野,Beautiful vision,7,0,0,0,0,6,0
漂亮 设计,Beautiful design,2,0,0,0,0,0,0
漂亮 酒店,Beautiful hotel,53,0,0,0,0,46,6
漂亮 风景,Beautiful scenery,11,0,0,0,0,9,0
漂亮 餐厅,Beautiful restaurant,2,0,0,0,0,0,0
烤肉,Barbecue,70,0,0,2,8,58,2
热情,enthusiasm,1340,0,17,81,221,956,65
热情 中文,Passion Chinese,2,0,0,0,0,2,0
热情 事情,Passion things,4,0,0,3,0,0,0
热情 人,Passionate people,13,0,0,0,3,9,0
热情 人员,Enthusiastic people,190,0,2,17,39,123,9
热情 前台,Enthusiasm,51,0,0,4,16,30,0
热情 司机,Enthusiastic driver,2,0,0,0,0,0,0
热情 员工,Enthusiastic staff,16,0,0,0,4,9,3
热情 大叔,Enthusiasm,4,0,0,0,0,3,0
热情 大姐,Enthusiasm,2,0,0,0,0,0,0
热情 女生,Passion schoolgirl,2,0,0,0,0,2,0
热情 好客,Hospitality,4,0,0,0,0,2,0
热情 妹子,Passionate girl,4,0,0,0,2,0,0
热情 客服,Enthusiastic customer service,5,0,0,0,0,5,0
热情 小哥,Enthusiasm,3,0,0,0,0,2,0
热情 小姐,Passionate lady,2,0,0,0,0,2,0
热情 工作,Passion work,2,0,0,0,0,0,0
热情 帮,Enthusiasm,5,0,0,0,0,5,0
热情 态度,Enthusiasm attitude,51,0,0,6,10,33,0
热情 感觉,Passion feeling,2,0,0,0,0,0,0
热情 房间,Warm room,6,0,0,0,0,5,0
热情 接待,Warm reception,4,0,0,0,0,2,0
热情 有的,Enthusiasm,2,0,0,0,0,0,0
热情 服务,Warm service,206,0,0,10,34,151,10
热情 服务员,Enthusiastic waiter,123,0,2,7,16,92,6
热情 服务生,Passionate waiter,12,0,0,0,0,10,0
热情 环境,Warm environment,2,0,0,0,0,0,0
热情 眼,Passion eye,2,0,0,0,0,2,0
热情 老板,Enthusiastic boss,5,0,0,0,2,2,0
热情 英语,Passion English,2,0,0,0,0,2,0
热情 行李员,Passionate Bellman,2,0,0,0,0,2,0
热情 酒店,Passion hotel,7,0,0,0,0,4,0
热情 阿姨,Passionate aunt,3,0,0,0,0,2,0
环境,surroundings,3258,0,14,107,408,2572,157
真心,sincere,475,0,6,20,55,377,17
真心 交通,Sincere traffic,6,0,0,0,0,5,0
真心 位置,True position,4,0,0,0,3,0,0
真心 夜景,True heart,2,0,0,0,0,2,0
真心 房间,Sincere room,11,0,0,0,0,9,0
真心 推荐,Really recommend,6,0,0,0,0,5,0
真心 楼下,Sincerely downstairs,2,0,0,0,0,2,0
真心 环境,Sincere environment,3,0,0,0,0,2,0
真心 酒店,True hotel,10,0,0,0,0,9,0
窗,window,142,0,0,6,14,119,3
算,Calculate,2268,0,21,126,313,1771,37
繁华 便利,Prosperous and convenient,2,0,0,0,0,2,0
美景,Beauty,71,0,0,0,0,69,2
美食,Gourmet,383,0,0,6,34,328,14
舒服,Comfortable,1716,0,8,70,226,1328,84
舒服 一如既往,Comfortable as always,2,0,0,0,0,0,0
舒服 产品,Comfortable product,2,0,0,0,0,2,0
舒服 人,Comfortable,5,0,0,0,0,4,0
舒服 住宿,Comfortable accommodation,5,0,0,0,0,3,0
舒服 体验,Comfortable experience,6,0,0,0,0,6,0
舒服 出差,Comfortable,2,0,0,0,0,0,0
舒服 区域,Comfort zone,2,0,0,0,0,0,0
舒服 卫生,Comfortable and hygienic,3,0,0,0,0,3,0
舒服 卫生间,Comfortable toilet,2,0,0,0,0,2,0
舒服 周边,Comfortable,2,0,0,0,0,0,0
舒服 品,Comfortable,17,0,0,0,3,13,0
舒服 地方,Comfortable place,5,0,0,0,0,5,0
舒服 坐,Comfortable sitting,2,0,0,0,0,2,0
舒服 大堂,Comfortable lobby,3,0,0,0,0,3,0
舒服 孩子,Comfortable child,2,0,0,0,0,2,0
舒服 宝宝,Comfortable baby,2,0,0,0,0,2,0
舒服 寝具,Comfortable bedding,2,0,0,0,0,2,0
舒服 带,Comfortable,2,0,0,0,0,2,0
舒服 床,Comfortable bed,186,0,0,9,22,145,10
舒服 床垫,Comfortable mattress,7,0,0,0,2,5,0
舒服 床铺,Comfortable bed,6,0,0,0,2,3,0
舒服 心里,Comfortable,2,0,0,0,0,0,0
舒服 感觉,Comfortable feeling,8,0,0,0,0,7,0
舒服 房,Comfortable room,10,0,0,0,0,9,0
舒服 房间,Comfortable room,78,0,0,3,12,61,2
舒服 拖鞋,Comfortable slippers,4,0,0,0,0,4,0
舒服 按摩,Comfortable massage,2,0,0,0,0,2,0
舒服 按摩椅,Comfortable massage chair,7,0,0,0,0,6,0
舒服 旅行,Comfortable travel,2,0,0,0,0,2,0
舒服 服务,Comfortable service,3,0,0,0,0,0,2
舒服 枕头,Comfortable pillow,25,0,0,4,0,19,0
舒服 池,Comfortable pool,3,0,0,0,2,0,0
舒服 汤,Comfortable soup,3,0,0,0,0,3,0
舒服 沙发,Comfortable sofa,2,0,0,0,0,0,0
舒服 泡,Comfortable,4,0,0,0,0,4,0
舒服 泡汤,Comfortable,6,0,0,0,0,5,0
舒服 泡泡,Comfortable,2,0,0,0,0,2,0
舒服 泡泡澡,Comfortable bubble bath,4,0,0,0,0,4,0
舒服 泡澡,Comfortable bath,9,0,0,0,0,8,0
舒服 洗,Comfortable wash,3,0,0,0,0,2,0
舒服 浴场,Comfortable,3,0,0,0,0,3,0
舒服 浴室,Comfortable bathroom,4,0,0,0,0,4,0
舒服 浴缸,Comfortable bathtub,4,0,0,0,0,4,0
舒服 海风,Comfortable,2,0,0,0,0,2,0
舒服 淋浴,Comfortable shower,2,0,0,0,0,2,0
舒服 温泉,Comfortable,37,0,0,0,2,34,0
舒服 澡堂,Comfortable,2,0,0,0,0,0,0
舒服 环境,Comfortable environment,8,0,0,0,0,7,0
舒服 用品,Comfortable,4,0,0,0,0,4,0
舒服 睡,Comfortable sleep,3,0,0,0,0,2,0
舒服 睡衣,Comfortable pajamas,4,0,0,0,2,2,0
舒服 空间,Comfortable space,2,0,0,0,0,2,0
舒服 肚子,Comfortable belly,2,0,0,0,0,2,0
舒服 行走,Comfortable walking,4,0,0,0,0,4,0
舒服 被子,Comfortable quilt,35,0,0,0,6,28,0
舒服 装修,Comfortable decoration,2,0,0,0,0,0,0
舒服 设施,Comfortable facilities,9,0,0,0,2,5,2
舒服 酒店,Comfortable hotel,64,0,0,2,5,55,2
舒服 马桶,Comfortable toilet,3,0,0,0,0,2,0
花园,garden,111,0,0,0,5,102,3
购物,shopping,4101,0,27,81,516,3379,98
赞,awesome,1804,0,11,34,168,1490,101
边,side,380,0,2,7,62,304,5
过,Pass,1493,0,28,39,237,1144,45
近,near,5181,0,55,323,1016,3722,65
近 专卖店,Near specialty store,2,0,0,0,0,2,0
近 中心,Near center,7,0,0,0,0,6,0
近 乐园,Near paradise,3,0,0,0,0,3,0
近 交通,Near traffic,7,0,0,0,3,3,0
近 仓库,Near warehouse,2,0,0,0,0,2,0
近 优势,Near advantage,2,0,0,0,0,0,0
近 优点,Near advantages,7,0,0,0,2,4,0
近 便利店,Near convenience store,6,0,0,2,2,2,0
近 公交车,Near the bus,3,0,0,0,0,2,0
近 公司,Near company,6,0,0,0,0,5,0
近 公园,Near the park,11,0,0,0,2,9,0
近 出口,Near exit,23,0,0,0,10,11,0
近 出来,Near out,3,0,0,0,3,0,0
近 前台,Near the front desk,2,0,0,0,0,0,0
近 区,Near zone,3,0,0,0,0,0,0
近 区域,Near area,2,0,0,0,0,2,0
近 博物馆,Near museum,3,0,0,0,0,2,0
近 卫生,Near hygiene,2,0,0,0,0,0,0
近 厅,Near the hall,19,0,0,0,0,18,0
近 友,Close friend,3,0,0,0,2,0,0
近 周围,Around,6,0,0,0,0,5,0
近 周边,Near,5,0,0,0,0,5,0
近 商业区,Near commercial area,6,0,0,3,0,2,0
近 商业街,Near commercial street,14,0,0,0,0,13,0
近 商圈,Near business district,2,0,0,0,0,0,0
近 商场,Near the mall,14,0,0,2,0,11,0
近 商店,Near store,3,0,0,0,2,0,0
近 喜,Near hi,12,0,0,0,8,4,0
近 图,Close figure,2,0,0,0,0,2,0
近 地区,Near area,2,0,0,0,2,0,0
近 地方,Near place,28,0,0,2,3,22,0
近 地点,Near location,5,0,0,0,0,5,0
近 地铁,Near subway,100,0,2,12,28,58,0
近 地铁口,Near the subway exit,10,0,0,0,5,5,0
近 地铁站,Near subway station,122,0,0,8,34,76,3
近 场站,Near field station,3,0,0,0,0,2,0
近 城,Near city,7,0,0,0,0,7,0
近 堀,Near Hori,6,0,0,0,2,4,0
近 大学,Near university,4,0,0,0,0,4,0
近 大巴,Near the bus,6,0,0,0,2,4,0
近 好处,Near benefits,5,0,0,0,0,4,0
近 妆店,Near makeup shop,3,0,0,0,0,3,0
近 宾馆,Near hotel,3,0,0,0,0,2,0
近 对面,Near opposite,11,0,0,0,0,10,0
近 寺,Near temple,13,0,0,2,0,11,0
近 小路,Near path,7,0,0,0,0,7,0
近 屋,Near house,5,0,0,0,0,5,0
近 山,Near mountain,14,0,0,0,0,14,0
近 崛,Near rise,15,0,0,2,2,11,0
近 崛心斋桥,Near Horshinsaibashi,3,0,0,0,0,3,0
近 巴士,Near the bus,2,0,0,0,0,2,0
近 市中心,Near city center,3,0,0,0,0,2,0
近 市场,Near market,15,0,0,0,4,7,3
近 店,Near shop,30,0,0,0,0,28,0
近 总站,Near terminus,4,0,0,0,0,3,0
近 感觉,Close feeling,3,0,0,0,0,2,0
近 房间,Near room,17,0,0,0,6,11,0
近 掘,Near dig,7,0,0,0,2,5,0
近 方面,Near aspect,3,0,0,0,0,2,0
近 旁边,Near by,5,0,0,0,0,4,0
近 旅馆,Near hotel,2,0,0,0,0,2,0
近 晚上,Near night,2,0,0,0,0,0,0
近 景点,Near Attractions,11,0,0,0,0,9,0
近 服务,Near service,4,0,0,0,0,3,0
近 札口,Near the gate,7,0,0,0,7,0,0
近 札幌站,Near Sapporo Station,11,0,0,0,0,11,0
近 机场,Near the airport,24,0,0,2,9,12,0
近 村,Near the village,2,0,0,0,0,2,0
近 桥,Near bridge,144,0,0,4,29,111,0
近 楼下,Near downstairs,5,0,0,0,0,4,0
近 步行,Near walk,5,0,0,0,0,5,0
近 波线,Near wave line,2,0,0,0,0,2,0
近 海滩,Near beach,2,0,0,0,0,2,0
近 海边,Near the sea,2,0,0,0,0,2,0
近 温泉,Near hot spring,4,0,0,0,0,4,0
近 火车站,Near the train station,17,0,0,2,5,10,0
近 狸小路,Near Tanukikoji,4,0,0,0,0,4,0
近 班车,Near Shuttle,2,0,0,0,0,2,0
近 电车,Near tram,3,0,0,2,0,0,0
近 百货,Near department store,25,0,0,2,0,22,0
近 百货店,Near department store,3,0,0,0,0,2,0
近 皇居,Near Imperial Palace,2,0,0,0,0,0,0
近 社,Near society,9,0,0,9,0,0,0
近 神社,Near shrine,2,0,0,0,0,2,0
近 离,Close away,5,0,0,0,0,5,0
近 秋叶原,Near Akihabara,2,0,0,0,0,0,0
近 站,Near station,108,0,0,14,35,59,0
近 线,Near line,15,0,0,0,3,12,0
近 缆车,Near the cable car,2,0,0,0,0,2,0
近 美食街,Near Food Street,2,0,0,0,0,2,0
近 街,Near street,15,0,0,0,4,9,0
近 西,Near West,2,0,0,0,0,2,0
近 西口,Near West Exit,6,0,0,0,0,6,0
近 设施,Near facility,3,0,0,0,0,2,0
近 话,Near words,7,0,0,0,0,6,0
近 购物,Near shopping,8,0,0,0,0,6,0
近 超市,Near supermarket,9,0,0,0,2,7,0
近 距离,Close range,10,0,0,0,3,6,0
近 路,Short way,15,0,0,0,0,15,0
近 路程,Near distance,10,0,0,0,0,10,0
近 车站,Near the station,77,0,0,10,22,45,0
近 边上,Near side,3,0,0,0,0,3,0
近 通,Near pass,2,0,0,0,0,2,0
近 遗憾,Almost regret,2,0,0,0,0,2,0
近 酒店,Near hotel,453,0,4,27,82,332,8
近 鉄塔,Near Railway Tower,3,0,0,0,0,3,0
近 铁,Kintetsu,53,0,0,5,8,40,0
近 铁塔,Near the tower,2,0,0,0,0,0,0
近 铁线,Kintetsu Line,5,0,0,2,0,3,0
近 附,Close to,2,0,0,0,0,0,0
近 附近,Near near,8,0,0,0,0,7,0
近 離地鐵站,Close to the subway station,3,0,0,0,0,0,0
近 顿堀,Near Tombori,2,0,0,0,0,0,0
近 顿挫,Nearly frustrated,2,0,0,0,2,0,0
近 顿觉,Near suddenly,4,0,0,0,0,4,0
近 餐厅,Near the restaurant,4,0,0,0,2,0,0
近 餐饮,Near Dining,2,0,0,0,0,2,0
近 馆子,Near restaurant,2,0,0,0,0,2,0
远,far,1852,0,41,158,300,1295,58
远 中心,Far center,2,0,0,0,0,0,0
远 乐园,Far paradise,2,0,0,0,0,2,0
远 交通,Far traffic,2,0,0,0,0,2,0
远 位置,Far location,30,0,2,0,3,22,2
远 公园,Far park,2,0,0,0,0,0,0
远 出口,Far exit,2,0,0,0,0,0,0
远 卫生,Far health,2,0,0,0,0,2,0
远 后面,Far behind,5,0,0,0,0,4,0
远 周围,Far around,3,0,0,0,0,2,0
远 商业区,Business district,2,0,0,0,0,0,0
远 商场,Far away,2,0,0,0,0,2,0
远 商城,Far mall,2,0,0,0,0,2,0
远 地方,Far place,23,0,0,5,4,13,0
远 地段,Far away,4,0,0,0,0,3,0
远 地点,Far location,2,0,0,0,0,2,0
远 地铁,Far subway,26,0,0,4,6,16,0
远 地铁口,Far away,2,0,0,0,0,2,0
远 地铁站,Far subway station,19,0,0,3,3,12,0
远 场,Far field,3,0,0,0,0,2,0
远 城,Far city,4,0,0,0,0,4,0
远 堺东站,Far Sakai East Station,2,0,0,2,0,0,0
远 塔楼,Far tower,2,0,0,0,0,2,0
远 处,far away,27,0,0,4,5,18,0
远 天桥,Far flyover,2,0,0,0,0,0,0
远 对面,Far opposite,2,0,0,0,0,2,0
远 寺,Far temple,2,0,0,0,0,0,0
远 屋,Far house,4,0,0,0,0,3,0
远 山,Far mountain,5,0,0,0,0,5,0
远 市中心,Far downtown,2,0,0,0,0,0,0
远 市区,Far downtown,5,0,0,0,2,3,0
远 店,Far shop,8,0,0,0,0,5,0
远 房间,Far room,5,0,0,0,0,4,0
远 旁边,Far side,3,0,0,0,0,3,0
远 景点,Far away,10,0,0,0,2,7,0
远 服务,Far service,2,0,0,0,0,0,0
远 札幌站,Sapporo Station,2,0,0,0,0,2,0
远 机场,Far airport,11,0,0,2,4,5,0
远 桥,Far bridge,12,0,0,0,3,9,0
远 楼下,Far downstairs,9,0,0,3,0,6,0
远 步行,Far walk,5,0,0,0,0,4,0
远 波,Far wave,2,0,0,0,0,2,0
远 火车站,Far away,4,0,0,0,0,4,0
远 点,Further,145,0,0,15,28,98,3
远 百货,Far away,4,0,0,0,0,3,0
远 码头,Far pier,2,0,0,0,0,2,0
远 站,Far station,20,0,0,2,0,17,0
远 线,Far line,3,0,0,0,2,0,0
远 缺点,Far disadvantage,9,0,0,0,2,5,0
远 美食,Far away,2,0,0,0,0,2,0
远 街,Far street,5,0,0,0,0,3,0
远 话,Far away,4,0,0,0,0,3,0
远 购物,Far shopping,3,0,0,0,0,3,0
远 走,Far away,4,0,0,0,0,4,0
远 超市,Far supermarket,3,0,0,0,0,3,0
远 距离,Far distance,9,0,0,0,0,7,0
远 路,Far way,6,0,0,0,0,5,0
远 路程,Far distance,2,0,0,0,0,0,0
远 车站,Far away,18,0,0,0,6,11,0
远 通,Far pass,3,0,0,0,2,0,0
远 遗憾,Far sorry,2,0,0,0,0,0,0
远 酒店,Far hotel,80,0,2,9,8,58,3
远 门口,Far doorway,2,0,0,0,0,2,0
远 顿堀,Far tombori,2,0,0,0,0,2,0
远 马路,Far road,3,0,0,0,0,2,0
选择,select,2793,0,15,82,338,2246,112
里,in,1934,0,24,91,353,1395,71
问题,problem,826,0,14,52,165,577,18
附近,nearby,2926,0,34,150,572,2112,58
风景,landscape,641,0,2,9,41,555,34
饭,rice,177,0,0,11,19,143,3
