hotel_id,comment_id,sentence_num,sentence,emotion_val,date
10190,253270,2,This is a much needed place after the bruising shopping and eating of Tokyo.,1,2017-05-02
10190,253270,3,Not to mention the previous head spins and burnouts from work.,0,2017-05-02
10190,253270,4,"Truly soothing and calming, and the Japanese room with it's private onsen bath was heaven sent. Dinner and breakfast was wonderful and exactly what the doctor ordered. :) Thank you to the very affable Thai young lady who patiently explained to me about the origins of each dish. Thank you very much for the care and attention you gave us. It was a great privilege to be able to visit you, even if it was for the one night. We might try to return in winter for the crab season.",1,2017-05-02
10835,255162,1,"Though their booking engine didn't show much availability,",0,2013-11-20
10835,255162,2,I booked a room and was able to make changes by email and the staff was very helpful. They changed from a smoking room to a non-smoking and helped me with my other questions. The location is good for car travelers,1,2013-11-20
10835,255162,3,but not as much for those on the train.,0,2013-11-20
10835,255162,4,"For us, it was good as we were looking for a hotel near the Shusenkyo Gorge. Bit bigger than a Toyoko Inn room, nicer bathroom.",1,2013-11-20
17958,285690,1,Only plus about this hotel is the lake view and outdoor onsen overlooking the lake. The staff spoke sufficient English,1,2016-11-04
17958,285690,2,but the hotel overall is not English friendly- not even signs for female/male toilets!! And the manual inside the rooms were all in Japanese.,0,2016-11-04
17958,285690,3,"When we arrived, a lovely female staff helped unload our luggage from the car and brought it inside so we felt welcomed despite other reviews. The hotel does feel like it's catered to large tour groups because of the buffet style dinner and breakfast in a large hall. We chose a tatami style room which was clean and spacious.",1,2016-11-04
17958,285690,4,The bathroom smelled abit funky like Sulfur but we didn't use the shower as we used the facilities in the onsen.,0,2016-11-04
17958,285690,5,Lots of variety at the buffet,1,2016-11-04
17958,285690,6,but quality was just ok.,0,2016-11-04
17958,285690,7,You can grill your own genghis khan and order beef. The hot spring was very nice especially the outdoor onsen.,1,2016-11-04
17958,285690,8,We didn't get good weather during our stay so the lake wasn't the greatest unfortunately.,0,2016-11-04
5072,220148,1,"After the cramped quarters of our APA Hotel in Tokyo,",0,2016-09-25
5072,220148,2,"Hotel Sunroute Hiroshima was a breath of fresh air. Overlooking the green belt area/Memorial park was a visual bonus. And for about the same cost per night per room ($112 night 2 & $114 - night 1) we were happy. Wifi is available and is free of charge. Like every room we stayed at in Japan, there was a little refrigerator. The bed was comfortable and our room was a designated non smoking room. If you ask the hotel will provide you a list of 36 restaurants available close by that include pubs, seafood, Okono-miyaki, sushi, Japanese, Yakiniku, Ramen, Udon, Spanish, Italian India German etc. Luggage can be stowed in the lobby at no extra charge on check in and check out days. It is a large enough hotel for tour groups and has space for meetings. It is a block to the Peace Memorial Museum and hop on and off bus tours of Hiroshima (a stop of which is located in front of the Museum.)",1,2016-09-25
9858,251072,1,Just returned from a wonderful stay at Washu Highland Hotel.,1,2017-03-21
9858,251072,2,A bit far from the town of Kurashiki (40 minute drive).,0,2017-03-21
9858,251072,3,"However it was no problem for us since we were planning to go to Kagawa to do 'Udon-hopping' the next day. In this respect, you could say the hotel is perfectly situated as they offer a specious free parking lot and the Great Seto bridge is just a few miles away. On arrival, a man at the reception gave my father a beautiful Bizen tea cup for his birthday present. He was so delighted by the nice surprise. Also they assigned us a large corner room with two windows from which we could enjoy the view of unobstructed view of Great Seto bridge and a large vegetable garden where, we were told, the chef grows vegetables.",1,2017-03-21
9858,251072,4,"As other reviewers say, I should say the facility is a bit dated",0,2017-03-21
9858,251072,5,but really clean.,1,2017-03-21
9858,251072,6,"Actually, they are under renovation by which you can't use some of the facilities such as ' honey and pearl bath'",0,2017-03-21
9858,251072,7,"but because of ' the inconvenience' of it ( which we didn't care at all ) they offer a special discount till the end of March 2017. As for food, the dinner is one of the centerpieces of the hotel. Big sea food lovers as we are, we enjoyed fresh, beautifully presented seafood buffet to the full. The breakfast was a nice surprise, too. They use colourful le creuset pots to keep some dishes warm. Everything ( thought we could' eat 'everything' as there were so many dishes ) was tasty and appealing to the eye. The out door hot spring bath was so nice. Clean and beautiful, not crowded. ( Personally , I was glad to find that they did't use automatic shower cut-off as some other hot springs do these days to cut cost). We really hope we could come back!",1,2017-03-21
17190,281558,1,"The service at the hotel was superb. Staff at the front desk was friendly and helpful. Despite the fact that it was only a small hotel, I got to choose my pillow, and some small gifts for ladies. I was given a room big enough to fit 3 people, and I am happy with the eco friendly hotel concept. The enjoyed the healthy breakfast served, and the fact that their vending machine offer free drinks during the breakfast hours.",1,2011-11-10
17190,281558,2,"Though the hotel was not as close as I would have expected it to be,",0,2011-11-10
17190,281558,3,but it was still within walking distance of about 7-10mins. It's easily spotted though - it's yellow signboard from the train station. There was no need for me to refer to map or to ask around.,1,2011-11-10
1365,163522,1,"Il Monte is a nice small hotel, not so far from Osaka station and very convenience to find good food around hotel.",1,2009-08-21
1365,163522,2,"Anyhow, it is so close to night life area so it is not suitable for family with children. Room is so small",0,2009-08-21
1365,163522,3,but acceptable.,1,2009-08-21
950,131030,2,"Some might find them not solty enough,",0,2013-10-07
950,131030,3,but it is a good sign to find good Kyoto mea! You can enjoy Japanese dishes including Dayly-Homey-dish of Kyoto 'obanzai' and Tempra here.,1,2013-10-07
950,131030,4,"If their meals would not good enough, I think this place was really expensive.",0,2013-10-07
950,131030,5,"They run this place in a really efficient way. You can find that they try to cater as many cutomers as possible. For example, they ask you to choose the dinner time either from 17:30 or 20:00. You find an electronic rice cooker in your very cubicle of their restaurant; this amazed me so much! Another example, many things are 'help your self' style; when I asked to change our room clothe 'samui' to smaller size, they asked me to bring one to the front desk to exchange! Help your self style is convienient but sometimes I felt that it is just their way of bussiness 'running efficiently'.",1,2013-10-07
950,131030,7,"I happened to catch a receptionist speaking Mandarin Chinese. Over all, try this place if you want onsen and easier way to feel Kyoto and mildly- reasonable",1,2013-10-07
950,131030,8,"(I do not mean cheap, mind you)",0,2013-10-07
950,131030,9,Kyoto meals.,1,2013-10-07
9,8727,1,"I am a current Platinum Marriott Rewards Member. From last year, the hotel services and amenities have changed significantly.",1,2015-01-02
9,8727,2,"Last year, the room was horrible, service was terrible.",0,2015-01-02
9,8727,3,"This year when we returned back to the property, everything has changed. Excellent service, Room upgraded with better amenities and the Executive Lounge with better food selection. The breakfast at the restaurant was phenomenal. Upper management at the hotels are watching all parts of the hotel to insure everything goes well. I would like to say that one of the manager, Makoto Nakajima, the Executive Housekeeper on the property, took care of us very well. As one of the family member has a shrimp allergy, he informed all the staff and let us know which restaurants to go to and all. This hotel has change significantly from last year and I highly recommend this hotel to everyone if you are in the Tokyo area.",1,2015-01-02
1390,164438,1,When I entered the room I was just happy it was only for one night. Room was small and bathroom smelled something bad odor.,0,2014-11-29
1390,164438,2,"Bed linen, towels were clean enough.",1,2014-11-29
1390,164438,3,"Room faced to other rooms, very close and could see which tv program other guest watching. On the way to my room, found a room with the key left in a lock, as it was after midnight so informed that with room# at reception, went out to buy some, back to the hotel and key was still there. Japan might be safe country but everyone can access hotel floor :(",0,2014-11-29
1390,164438,4,It is good location just a 5 min walk to Osaka station,1,2014-11-29
1390,164438,5,but will not stay here again.,0,2014-11-29
1261,153465,1,"The hotel is located in the heart of the prestigious Nishi-Umeda business and shopping district and close to Osaka train station which can be reached within walking distance and offers best train connections to cities like Kobe, Kyoto and other famous places, such as Osaka castle etc.. Easy access also from Osaka Int. airport by bus and free shuttle service from the nearby Herbis bus stop. Connected to Herbis Plaza with flagship shops of famous brands, specialty stores, and restaurants. The in-house Japanese restaurant Hanagatami is probably one of the best in Osaka with seasonal food specialties at the highest level.",1,2017-06-25
10787,254544,2,"We chose it particularly for the ski-in and ski-out option. So for a family, each would have the freedom to go skiing all day or go back to the room whenever any one of us felt like it. New Prince Hotel was perfect to meet our needs. The staff of the hotel were very friendly and diligent. The room was nicely sized and there were plenty drawers and hanging places. The small fridge in the room was handy to store some beers boutght from the supermarket in town. We lived on the 6th floor and the view was nice. The beds were comfortable. There was a coin laundry at LB level, but we didn't need to use it. We did hand washing and there was a string in the bathroom for hanging clothes for drying. The air was dry enough. We brought our own shampoo and shower gel, but didn't need them either. We went to the onsen at the hotel each evening, where there were shampoo, conditioner and body soap, and towels and washers were provided for each visit, so we hardly used the towels in the room. The cleaning lady was very polite, friendly and her work was very thorough. It is very noticeable that in Japan the recycling program is very precise. I saw the lady seperate tea bags, egg shells, paper, plastics, cans, bottles etc. into different bins. There was a program for reducing environmental foot prints, which we enjoyed to participate in. You could find the details about the program in your room. The program included not having your amenities replenished and your room cleaned everyday, and in return, for the days when your room was not cleaned, you would be rewarded a 500 gift voucher to use in the hotel restaurant(s) or gift shop.",1,2016-01-30
10787,254544,3,The restaurants in the hotel were pricey for dinner.,0,2016-01-30
10787,254544,4,"But there were buses and evening shuttles going into Furano town, where we found restaurants with reasonable pricing (please find details in my other reviews ^_^) The breakfast buffet was great. There was a variety of food, including both Japanese and Western style food. There were staff who understood enough English to meet guests' requests and get the job done. In addition, there was always Google Translate to help. Learning a bit of new language, making yourself understood and understanding the ways of different culture is part of the fun of travelling.",1,2016-01-30
10787,254544,5,"I did see an Aussie bloke whistling and clicking his fingers when calling for attention of a waitress during breakfast in the hotel, which was perceived as being rude by both visitors and the locals.",0,2016-01-30
10787,254544,6,Earned a lot of angry glances! lol,1,2016-01-30
10787,254544,7,"One snowy afternoon, I lost my camera on the slope off the Gondola at the Kitanomine Zone.",0,2016-01-30
10787,254544,8,I reported to reception as soon as I got back to the hotel. The receptionist made a phone call to the Old Furano Prince on the Kitanomine Zone immediately and informed me that my camera was found and had been handed in. Yay!!!,1,2016-01-30
918,129590,1,"As foreigners, a visit to a Japanese onsen is a must, and we were quite excited and nervous as well.",1,2015-04-08
918,129590,2,"Despite reading as much as we could about the do's and dont's, we still weren't sure if we will 'fit in'.",0,2015-04-08
918,129590,3,"But, Ohara Sanso made us feel very welcomed and comfortable. There's so much foreigners there I think it is the perfect stepping stone into experiencing a proper Japanese inn. The staff were very polite, helpful and had the best command in English I've heard so far in our trip around Japan. They explained much to us, and even if you did not catch most of it, there is a folder in your room explaining things around too.",1,2015-04-08
918,129590,4,"I have a feeling it may not be the most authentic, traditional Japanese onsen that Japanese go,",0,2015-04-08
918,129590,5,"but for us gaijins, we are very satisfied about our 2 nights stay here. Beautiful place, no doubt. Breakfast and dinner provided, both of which definately will not disappoint. The hot spring baths are lovely too. Two hot ones, one indoors and one outdoors. another small round bath outside with 27.9c water. To get to Ohara, get to kyoto station. From there, take bus number 17 to Ohara bus station. Roughly an hour's journey, costing 600yen. From Ohara bus stop, take a 15min beautiful, easy walk to the onsen, the way to it is marked,",1,2015-04-08
918,129590,6,but not in English.,0,2015-04-08
918,129590,7,"Alternatively, you can take the subway from kyoto station to kakusaikaikan station (Karasuma line) costing 290yen, then from there take bus #19 to Ohara bus stop (20min), costs 350yen.",1,2015-04-08
918,129590,8,"We took both routes, I will say bus #17 is less of a hassle, especially if you have quite a bit of luggage.",0,2015-04-08
918,129590,9,"he onsen offers shuttle bus rides to and fro the Ohara bus station too. Free wifi, works very well. TV in room, a big safe, ac/heating system and basic tea making facility. Japanese bed is comfy, though we used multiple layers. Bath has basic amenities, hair dryer. Coin operated laundry available and detergent sold at counter. Nearby temples are beautiful. Lots of restaurants and shops to spend your day. All within walking distance.",1,2015-04-08
6869,236105,1,"The room was big for the Japanese standard, western style, clean, cozy .The service was good. We had buffet breakfast in the morning our choice, Japanese breakfast . We took the tram to get to the bay where most attractions are. It was a good stay.",1,2016-10-19
956,131900,1,"An efficient check-in process. Conveniently located close to the Kyoto Train Station.Near many shops and restaurants. Small, clean, modern and well-planned rooms. Try the in-room coffee - love it! If you want to stay near the station, this location would be perfect, faultless.",1,2017-04-30
1893,171914,1,"This hotel is very conveniently located near to the Nohi bus terminal and the train station. There are a lot of restaurants and shops just around the hotel. Hotel room was spacious given the fact that Japan hotels had small room. Clean and the staffs are very friendly and helpful. Stayed here for 1 night and they had public onsen available too. Overall, a nice and cosy place to stay in.",1,2014-11-26
1391,164564,2,- and wanted to visit one of the Michelin Starred restaurant which was difficult to book.,0,2017-12-13
1391,164564,3,Their guest relation department has been awesome in helping us to make and amend booking. Hotel is clean and reasonable priced. Great value for money.,1,2017-12-13
689,101836,2,"It was my favorite place by far. It felt like a home away from home for me, with nice touches like saying  when I left in the morning. Just an overall friendly staff. I loved the fact that they provided toast with peanut butter and/or jelly for breakfast. The room was quite nice. Rooms always feel more spacious when you have a futon as no bed is taking up all the room. The room was just big enough for me.",1,2014-09-03
689,101836,3,"The only flaw of this place was that I had a bit of trouble finding it the first time, as I walked from Ikebukuro Station, which is sort of a long walk.",0,2014-09-03
689,101836,4,I got some of the best rest on my entire trip here and would definitely go back if I am traveling in the area.,1,2014-09-03
11004,255820,1,"Loved staying at Lake Akan Tsuruga Wings! We enjoyed the teishoku dinner the 2 nights we were there. The waitress delivered outstanding service! The second night there, my husband was taking my sashimi (I don't eat raw fish) when the waitress came by. My husband explained that I didn't eat sashimi and the waitress looked surprised. After a few minutes, the waitress came and graciously brought me a dish of assorted tempura. This was completely a surprise as we hadn't asked for it. As it turns out, this tempura was the best I had in Japan. The guests were also invited to participate in an Ainu ceremony which I'm glad we did.",1,2016-05-18
11004,255820,2,It ended up at a Ainu Theater where we had to pay to see an Ainu traditional show,0,2016-05-18
11004,255820,3,"but, in looking back, I'm glad we did. The hotel is huge and beautifully decorated with Ainu art. Would definitely want to stay here again!",1,2016-05-18
835,107560,1,This is where you have to stay if you would have a chance to book in advance of your trip.,1,2015-05-31
835,107560,3,"Room was clean and i was satisfied. Bar was opened late night(like 11 o'clock weekday) Thought it's good for sightseeing trip, not only for business.",1,2015-05-31
96,54391,1,The lobby are really amazing and my girlfriend told me that this place is popular for Japanese wedding. My girlfriend booked a top suite and the room was wonderful and good quality. The bed was very soft and comfortable to sleep. The view from our window was fantastic! The shower and whirlpool tub are very relaxing. They included a breakfast voucher which it really nice!,1,2014-04-28
96,54391,2,My only minor complaint is that they don't have a bath robe size for western man. I am 6'4 feet tall and the bath robe doesn't fit me which it fit to any Japanese men.,0,2014-04-28
139,65285,1,"Convenient to travel around Tokyo. We usually go to Shibuya and Harajuku which took 16 stations of two connections. Room is definitely clean. We have fold and unfold futon everyday which is fine. Breakfast are two types, continental and rice with grilled salmon. Both are good.",1,2015-12-27
16802,279557,1,Shikanoyu is one of the few hotels open and running in this little valley.,1,2013-12-22
16802,279557,2,"In a walk along the main road, we found most of the buildings were shut down and gutted with broken doors and windows--giving the area a very sad feeling of a good era long past.",0,2013-12-22
16802,279557,3,"There is a nice river with some attempts at development and a rope way up to a nearby peak,",1,2013-12-22
16802,279557,4,but there are no easily noticeable trails or other attractions nearby.,0,2013-12-22
16802,279557,5,The hotel itself is well-kept if not a bit odd-guests need to enter a small chamber area and then take an elevator up to the front desk.,1,2013-12-22
16802,279557,6,"The host made a brief attempt to speak English but once he discerned that we could get by in Japanese the look on his face was clearly one of relief, so I have a feeling that some Japanese ability will come in handy...at the very least a reliable dictionary.",0,2013-12-22
16802,279557,7,"The room was clean, airy, and had plenty of extra bedding (good for adding to the traditionally hard pillows offered at ryokan). We opted for a special meal which put us in a private room for both supper and breakfast the next morning. Supper was huge and all items were locally acquired from Mie prefecture. Some foods were pretty unusual, but everything was quite delicious. Breakfast was also large and Japanese.",1,2013-12-22
16802,279557,8,"If you are an addict like myself, coffee is hard to find in ryokan; it's not offered with breakfast...just a lot of tea.",0,2013-12-22
16802,279557,9,"Shikanoyu has a large indoor and outdoor bath for both sexes, and there are also two private baths that can be reserved for 2100 yen for 50 minutes.",1,2013-12-22
16802,279557,10,"The price was high in retrospect. We spent about 40,000 yen for one night --the most expensive night of our trip over several days.",0,2013-12-22
16802,279557,11,"It had wonderful food, was clean, and the bath was enjoyable.",1,2013-12-22
16802,279557,12,"Yet considering the depressed state of the neighborhood, the need to pay extra for a private bath, and amenities that could be found in most ryokan, I wouldn't recommend it as a first choice.",0,2013-12-22
16568,278798,2,"Hotel Associa staff is always friendly and helpful. The breakfast are very good and access to the train station is very convenient. It is centrally located close to a variety of dining and shopping. The rooms are nice and views from the rooms, especially on the front side of the hotel are always a nice treat.",1,2017-01-01
13657,264901,1,"I stayed in a standard room with an Ocean view during the summer, which was clean and comfortable. The staff were very friendly and polite, and could speak good English. The hotel is parked within the largest shopping complex in Otaru, making a trip out to do some shopping or having a meal a breeze.",1,2015-06-14
13657,264901,2,"However, this does mean that it's further out from the typical tourist locations at Otaru Canal,",0,2015-06-14
13657,264901,3,but it shouldn't be a trouble if you drive.,1,2015-06-14
3533,196169,2,We left our big luggage with the Hotel after our first night stay and came back 5 days later. It was free of charge for the luggage storage and the staff was so understandig and welcoming in doing so. We came back to the Hotel for one night before leaving the country. We also celebrated our anniversay and booked the French restaurant of the Hotel for dinner. The restaurant was great and they arranged special decorations on our desserts to congratulate our anniversary. It was such a sweet surprise!,1,2016-10-20
962,132346,2,The rooms are lovely by any standard.,1,2016-06-06
962,132346,3,"The kids' room was facing a wall very close to the window so afforded no view. It also had no closet, and no real place for unpacked clothes other than a short hanging bar. It had only a ~15 inch shelf along one wall for a desk,",0,2016-06-06
962,132346,4,but did have two comfortable upright chairs and a round table by the window.,1,2016-06-06
962,132346,5,"The deluxe room faced the street and the crosswalk chirping during the day into early evening was noticeable,",0,2016-06-06
962,132346,6,but stopped by bedtime. This room was wider and had a built in armoire with ample hanging space and a few drawers. Further down this wall the additional width was used by a true desk. The room also had a lounge chair. Both rooms had a truly lovely tea service in a drawer with multiple extras.,1,2016-06-06
962,132346,7,"The bathroom was small as most Japanese hotel baths are,",0,2016-06-06
962,132346,8,but otherwise was very comfortable with top notch amenities and a defogging mirror.,1,2016-06-06
962,132346,9,We learned the hard way not to put our toilet kits on the shelf that runs from the tub edge behind the toilet. Water easily runs from the tug edge onto this shelf soaking whatever is there.,0,2016-06-06
962,132346,10,"The desk staff was very helpful, including helping with directions, supplying a three prong to two prong adapter and making reservations for dinners on two of our three nights. The hotel provides a nice area map in each room with restaurant and other business suggestions.",1,2016-06-06
962,132346,11,"The western breakfast is a bit odd as pointed out by other reviewers,",0,2016-06-06
962,132346,12,but the cafe staff is very helpful and prompt.,1,2016-06-06
962,132346,14,"The design of the hotel is truly beautiful with interesting uses of textures and color. The hotel is catacorner from the Kyoto Gyoen Garden and Imperial Palace. There's a convenience store next door on one side and the Maratumachi subway stop on the other. The location is slightly north central Kyoto, so it's a bit quieter than some other areas, but is highly convenient with the subway right at hand. Overall a very nice stay and we would definitely visit again.",1,2016-06-06
12839,262435,1,"Hotel New Castle, Hirosaki is about a 5-minute taxi ride away from the Hirosaki train station.",1,2008-06-15
12839,262435,2,A bit too far to walk in my opinion.,0,2008-06-15
12839,262435,3,Its location is a twenty (20) minute walk to the Hirosaki Castle,1,2008-06-15
12839,262435,4,but other attractions are way too far to walk in my opinion. The room was old and,0,2008-06-15
12839,262435,5,"though the bathroom was clean,",1,2008-06-15
12839,262435,6,it did show signs of wear & tear.,0,2008-06-15
12839,262435,7,Pros: 1) Front desk staff was very helpful and made our check in and out go very smooth. 2) Baked goods at the bakery counter down in the lobby was excellent. Some goods are marked-down right before it closes at night. 3) Close to Hirosaki Castle. 4) Free Internet access in the lobby. 5) Japanese restaurant across the street is hightly recommended.,1,2008-06-15
12839,262435,8,Cons: 1) Older hotel. Room and bathroom appeared older. 2) Not too many restaurant choices available in hotel.,0,2008-06-15
2075,175519,1,"I would have give 5 points if the hotel would have new carpet and fresh paint. This is mainly due to cigarette smoke. I don't mind the 70-ties style; it's a style, but this strong cigarette smell was over powering in the corridors and also in our room. Hotel had designated areas for smoking. Although we did not see people smoke directly, it's impregnated in the walls.",0,2016-04-01
2075,175519,2,"Otherwise, the western/Japanese style room was big ; with regular chairs, and also the traditional chairs and table. During out dinner they prepare the mat bed for us; and it was fairly comfortable. Breakfast and dinner buffet was very nice experience; we did try some local food, but enjoyed more western plates ( this is personal choice). The chocolate fountain was a delicious bonus. Service was excellent and staff very polite. We got clean yukata every day and after an observation we wear it for going for dinner or on our way to onsen as well.",1,2016-04-01
2075,175519,3,"For westerners: yes, you have to go naked inside onsen;",0,2016-04-01
851,116118,2,"The hotel is conveniently located just off of the main street (Kawaramachi-dori) and was super easy to find. The front desk staff was friendly and pleasant. They were able to speak good English, always greeted us as we were coming or going, and recommended some yummy ramen spots. Being off the main street, this hotel is QUIET! We were on the fourth floor and never really heard outside noises or traffic. Our room was a standard double room and was a decent size for Japan. Everything in the room was fresh, clean, and modern. There was a shoji screen for window covering and you could slide one up to see outside. Staying there in July, the AC worked wonderfully! The bathroom was also nice with a shower, tub, and cool Japanese toilet. We also really loved the Shiseido Uminela bath products. There is free wifi, a refrigerator, and complimentary bottles of water daily. Location is also a strength of this hotel. Across the street are numerous shops, a convenience store, and restaurants/cafes - even a Starbucks if you need some coffee from home. We enjoyed walking down Rokkaku-dori and exploring the neighborhood. The street also connects to the Teramachi-dori covered shopping area which will also eventually connect to Nishiki Market. This was a great hotel to come back to after a day of exploring! It was a great value and location. We will definitely stay here again on a future trip to Kyoto.",1,2016-07-14
14976,269024,1,1st time in Tokyo and I had the best stay ever. From the Front Desk to the Room service and F&B staff everyone were extremely friendly and professional. Location was near the airport and their restaurant on the top floor had a great view of the run way and the sights of every plane landing and taking off were just perfect. Rooms and the amenities in the room were excellent. The size of the rooms were also good enough. The hotel had airport transfers complimentary and city transfers as well. I will return to this hotel whenever I return to Tokyo.,1,2016-03-18
1308,160129,1,"Rooms in Japan are often small, but this is crazy - with two people and luggage, one had to sit if the other wanted to move around. Also major gripe with room temperature - I could not adjust and it was too hot. The hotel is right on top of the freeway and so opening the window was noisy.",0,2015-10-14
1308,160129,2,On the + side - it was close to station and to Osaka Castle,1,2015-10-14
9720,249660,1,"The hotel is outside Kyoto city,",0,2013-12-07
9720,249660,2,"but is conveniently located right next to a JR Station. Rooms are big, spacious and well kept.",1,2013-12-07
9720,249660,3,"Breakfast is very basic, especially difficult for vegetarians.",0,2013-12-07
9720,249660,4,"However there are some restaurant options, 7-11 and Family Marts nearby which make the stay pleasant and convenient.",1,2013-12-07
4588,211976,1,We spent a week in the green room and had a lovely time. The snow this year was below average so it was nice to have a good place to relax in with lots of space. The reception is basic where limited English is spoken. Bed and heating is good and they have a room downstairs for the ski gear. The provided the supplies for breakfast and it was a 5 minute walk uphill to the gondola. We had a room on the 2nd floor,1,2016-01-19
4588,211976,2,but the 1st could be noisy near the front door and reception.,0,2016-01-19
2846,185938,1,"Although my senior parents loved it,",1,2017-03-24
2846,185938,2,I suffered. The thin Japanese-style mattress and small pillow were awful. I couldn't sleep and ended up with a stiff back and neck. Food was terrible!!!,0,2017-03-24
2846,185938,3,For ryokan fans it's probably an excellent hotel.,1,2017-03-24
2846,185938,4,Not for me...,0,2017-03-24
1887,171363,1,"This 13 storeys hotel is close to everything. It's just walking distance to sanmachi -  Takayama Furui Machinami), and there is a shopping nearby with shops like Uniqlo, ABC mart etc if people are craving for shopping before heading to Nagoya. We drove and there's an open area parking space. There's also a foot hot spring which is free for everyone even for those who just walk by the hotel. Hotel also provides bicycles rental service for city tour and it's just few hundred yens per hour. Very nice Japanese botanical designs at the front entrance, when we entered the hotel, there's a resting area next to the souvenir shop with lots of free info/brochures for tourists. After checking in, the staff showed us the way to the shoe locker area! Interesting that the hotel does not allow guests to walk around with shoes. You have to store your shoes at the locker area, and the staff would wipe your luggage wheels before bringing them up to your room. Of course, some people are not used to walk around with bare feet, so the hotel also provides socks as a 'back up plan'. As an onsen hotel, it provides you kimono and towels, more considerate, they have baskets for you to bring your stuff to the onsen floor. Outside of the onsen, there is a foot massager as well as a foot reflexology board. Breakfast is buffet style, with both japanese and western choices which is pretty delicious. Very clean and neat hotel which I would definitely recommend to those who visit Takayama.",1,2015-06-17
31035,295450,1,Good location. Big room and bed with a massage chair. Helpful staff. Limousine bus just around the corner. Lots of places to eat. 2 supermarkets which sells cooked food. Over-all two thumbs up. Will definitely stay here again.,1,2016-12-06
77,49508,1,"Its just 5 mins away from Haneda international terminal, hotel provides free shuttle bus service. The room itself is very clean and spacious (compare to those in Tokyo downtown) We got a seamless room everytime we return, kudos to the housekeeping. Locationwise, it's just 5 mins walk from train station, and a 40ish mins train ride to Tokyo downtown (Shijuku/Shibuya). There are a few convenience stores nearby, a ramen and a beef bowl store which opens until late at night. All in all, it's a nice place to stay!!!",1,2015-06-04
853,116762,1,Having trouble over folks fawing over this place.,0,2014-10-24
853,116762,3,"You do indeed get an authentic experience, and our maid was fantastic,",1,2014-10-24
853,116762,4,"but I must say that the food was not great. I enjoyed everything I ate in Kyoto, except here. We could only book if we chose the food included option, which made it significantly higher but only told on our last day that if we cancel our food a day in advance that we would be reimbursed, what the dilly?",0,2014-10-24
853,116762,5,"They had a large bath area but you also your own bath in your room,",1,2014-10-24
853,116762,6,albeit the size of an obese child's coffin.,0,2014-10-24
853,116762,7,Sleeping on a thin pad is part of the experience,1,2014-10-24
853,116762,8,"but man was it uncomfortable and after long days of walking and touring around the city I got up every mornin' feelin' like I had been rode hard and put up wet. In addition to the sleeping pads, there was not a stick of comfortable furniture in this place (the whole hotel) and sometimes you just want to be comfortable in your expensive hotel room. Yes, I'm American but in my mid 30's, in shape and healthy but still found it difficult to relax here, even with all the onsen action. Hey, it is what it is.",0,2014-10-24
853,116762,9,"Try in for a night and you'll be like, 'sweet!'.",1,2014-10-24
853,116762,10,"Try it for two and you'll be like, 'dang, my everything hurts'.",0,2014-10-24
398,91006,1,"My wife picked this hotel for our last 3 days in Tokyo and it is a very nice place to stay. Clean, free high-speed wifi (I am using it as I type this review) very modern",1,2016-03-28
398,91006,2,but also very small. No closet at all so your stuff stays inside your bags.,0,2016-03-28
836,107992,2,"The service was outstanding, everyone took a pride in the hotel and what they did...great to see!",1,2014-05-05
836,107992,3,"The hotel is in need of updating, very clean but tired.",0,2014-05-05
836,107992,4,Location wise it is vey well located for the conference centre,1,2014-05-05
836,107992,5,but is a way out of town so a taxi would be needed for venturing out.,0,2014-05-05
8203,240723,1,"service - very serious not smiling much hotel - feels old inside room - sleeping on that bed gave me and my husband neck-ache for 2 days (bad cushions); internet - they have this coin operated internet, do not bother to use it unless you urgently need something because it loads one page for about 2-3 minutes not even mentioning how often it crashed. that machine operates like a computer from 90s.",0,2012-01-12
8203,240723,2,"location - great - on the main food street, 10-min fast walk from the station, you can reach all tourist sites by walking",1,2012-01-12
1198,139936,1,"We were given the largest room that we had seen yet in Japan! It had to have been 4oo sq feet and was broken into a 'bedroom', 'living room' and then each a separate room for the bathroom sink, toilet and bath. Pros: The staff is incredibly friendly and provides directions to shopping, food, temples you name it. They are curious to talk to you and practice their English  and they wait up to make sure youre ""home"" safe at night. They want to hear about your day  very friendly. The linens were clean and the futons were perfect. I really liked the size of the rooms and the ambiance. The location is in the Gion district  so the shops all have a very traditional feel and its likely that you will see geisha waiting for transportation or taking promotional pictures in the alleys. Many of the best temples in Kyoto are within easy walking distance.",1,2011-04-04
1198,139936,2,"Cons: the bath could stand to be replaced. It was a very old wooden bath that had clearly been cleaned and bleached but the age shone through. Frighteningly. Also, the room with the toilet was so small that you have to straddle the seat to sit down. If you're tall - watch your head! There is a low room partition into every room. I had no problem being 5 foot 2 inches, but my 6 foot husband kept banging his forehead! Finally, theres a park across the street  and a group of boys liked to play soccer and laugh maniacally late into the evening. It got old!",0,2011-04-04
3766,204092,2,Grand Hotel is located in the heart of Sapporo city. It is within walk-able distance (through the underground pedestrian road) from the JR train station that connects to the Chitose airport. The airport shuttle bus also stops at the hotel,1,2017-02-08
3766,204092,3,but you must allow 1.5 to 2 hours traveling time during the winter.,0,2017-02-08
