keyword,translated_keyword,0: All Prices,1: 0 to 2500,2: 2500 to 5000 yen,"3: 5000 to 10,000 yen","4: 10,000 to 15,000 yen","5: 15,000 to 20,000 yen","6: 20,000 to 30,000 yen","7: 30,000 to 50,000 yen","8: 50,000 to 100,000 yen","9: 100,000 to 200,000 yen"
干净 前台,Clean front desk,4,0,0,3,0,0,0,0,0,0
干净 卫生,Clean and hygienic,464,0,49,203,129,11,58,10,4,0
干净 卫生间,Clean toilet,37,0,0,21,9,0,5,0,0,0
干净 印象,Clean impression,4,0,0,0,2,0,2,0,0,0
干净 厕所,Clean toilet,11,0,2,5,3,0,0,0,0,0
干净 厕浴,Clean toilet bath,2,0,0,0,2,0,0,0,0,0
干净 周围,Clean around,3,0,2,0,0,0,0,0,0,0
干净 周边,Clean surroundings,2,0,0,0,0,0,0,0,0,0
干净 品,Clean product,2,0,0,0,0,0,0,0,0,0
干净 国家,Clean country,2,0,0,0,0,0,0,0,0,0
干净 地方,Clean place,8,0,0,2,4,0,0,0,0,0
干净 地板,Clean floor,2,0,0,0,0,0,0,0,0,0
干净 地段,Clean location,2,0,0,0,0,0,0,0,0,0
干净 地毯,Clean carpet,4,0,0,0,2,0,0,0,0,0
干净 地铁,Clean subway,2,0,0,0,0,0,0,0,0,0
干净 地铁站,Clean subway station,2,0,0,2,0,0,0,0,0,0
干净 墙壁,Clean the walls,4,0,0,0,4,0,0,0,0,0
干净 大,Clean big,10,0,0,2,4,0,2,0,0,0
干净 大小,Clean size,4,0,0,2,0,0,0,0,0,0
干净 客房,Clean rooms,19,0,0,8,6,3,2,0,0,0
干净 室内,Clean indoor,6,0,0,2,3,0,0,0,0,0
干净 宾馆,Clean hotel,7,0,0,5,0,0,0,0,0,0
干净 对面,Clean opposite,6,0,0,3,3,0,0,0,0,0
干净 小,Clean small,15,0,0,11,3,0,0,0,0,0
干净 小小,Clean little,5,0,0,3,0,0,0,0,0,0
干净 小巧,Clean and compact,2,0,0,2,0,0,0,0,0,0
干净 屋子,Clean house,4,0,0,4,0,0,0,0,0,0
干净 干干净净,Clean and clean,2,0,0,0,2,0,0,0,0,0
干净 床,Clean bed,6,0,0,5,0,0,0,0,0,0
干净 床单,Clean sheets,6,0,0,2,0,2,0,0,0,0
干净 床褥,Clean mattress,3,0,0,2,0,0,0,0,0,0
干净 床铺,Clean bed,2,0,0,0,2,0,0,0,0,0
干净 态度,Clean attitude,3,0,0,2,0,0,0,0,0,0
干净 性价比,Clean and cost-effective,3,0,0,2,0,0,0,0,0,0
干净 总体,Clean overall,9,0,0,7,0,0,2,0,0,0
干净 感觉,Clean feeling,10,0,2,6,2,0,0,0,0,0
干净 我,Clean me,2,0,0,0,0,0,0,0,0,0
干净 房,Clean room,7,0,0,0,3,0,2,0,0,0
干净 房子,Clean house,7,0,0,2,5,0,0,0,0,0
干净 房屋,Clean house,3,0,0,2,0,0,0,0,0,0
干净 房间,Clean room,1224,0,66,554,413,40,128,15,8,0
干净 打扫,Clean up,55,0,5,25,16,2,7,0,0,0
干净 收拾,Clean up,5,0,0,2,2,0,0,0,0,0
干净 整体,Clean overall,10,0,0,4,3,0,0,2,0,0
干净 整理,Clean up,2,0,0,0,0,0,0,0,0,0
干净 方,Clean party,2,0,0,0,0,0,0,0,0,0
干净 方便,Clean and convenient,4,0,0,2,2,0,0,0,0,0
干净 方面,Clean aspect,2,0,0,0,0,0,0,0,0,0
干净 旁边,Clean next to,2,0,0,2,0,0,0,0,0,0
干净 日本,Clean japan,9,0,0,7,0,0,0,0,0,0
干净 旧,Clean old,6,0,0,0,0,2,0,0,0,0
干净 早餐,Clean breakfast,14,0,0,6,5,0,3,0,0,0
干净 有,Clean yes,2,0,0,2,0,0,0,0,0,0
干净 服务,Clean service,23,0,0,6,10,0,5,2,0,0
干净 服务员,Clean waiter,12,0,0,12,0,0,0,0,0,0
干净 本身,Clean itself,3,0,0,2,0,0,0,0,0,0
干净 枕头,Clean pillow,2,0,0,0,0,0,0,0,0,0
干净 档,Clean file,2,0,0,0,0,0,2,0,0,0
干净 楼下,Clean downstairs,2,0,0,0,0,0,0,0,0,0
干净 毛巾,Clean towel,4,0,0,0,2,0,0,0,0,0
干净 气,Clean gas,4,0,0,0,0,0,2,0,0,0
干净 水,Clean water,6,0,0,2,3,0,0,0,0,0
干净 水准,Clean standard,2,0,0,0,0,0,2,0,0,0
干净 沙滩,Clean beach,5,0,0,0,2,2,0,0,0,0
干净 洗,Clean wash,2,0,0,0,2,0,0,0,0,0
干净 洗手间,Clean toilet,6,0,0,5,0,0,0,0,0,0
干净 洗浴,Clean bath,2,0,0,0,0,0,0,0,0,0
干净 洗澡间,Clean bathroom,2,0,2,0,0,0,0,0,0,0
干净 浴,Clean bath,2,0,0,0,0,0,0,0,0,0
干净 浴场,Clean bath,4,0,0,0,0,2,0,0,0,0
干净 浴室,Clean bathroom,6,0,0,3,3,0,0,0,0,0
干净 浴巾,Clean bath towel,2,0,0,0,0,0,0,0,0,0
干净 浴缸,Clean bathtub,9,0,0,6,3,0,0,0,0,0
干净 海水,Clean sea water,3,0,0,0,0,2,0,0,0,0
干净 海滩,Clean beach,2,0,0,0,0,2,0,0,0,0
干净 淋浴,Clean shower,3,0,0,0,0,0,0,0,0,0
干净 温泉,Clean hot spring,6,0,0,2,0,0,2,0,0,0
干净 游泳池,Clean swimming pool,3,0,0,0,0,0,2,0,0,0
干净 澡堂,Clean bathhouse,2,0,0,0,0,0,0,0,0,0
干净 点,Clean point,2,0,0,0,0,0,0,0,0,0
干净 照片,Clean photos,2,0,0,0,0,0,0,0,0,0
干净 物品,Clean items,2,0,0,0,0,0,0,0,0,0
干净 特色,Clean features,3,0,0,0,2,0,0,0,0,0
干净 环境,Clean environment,61,0,2,25,29,2,3,0,0,0
干净 现代,Clean modern,3,0,0,2,0,0,0,0,0,0
干净 用品,Clean supplies,6,0,0,2,3,0,0,0,0,0
干净 白布,Clean white cloth,2,0,0,0,0,0,2,0,0,0
干净 真,Clean really,2,0,0,0,2,0,0,0,0,0
干净 睡衣,Clean pajamas,2,0,0,0,2,0,0,0,0,0
干净 程度,Cleanliness,8,0,0,3,3,0,0,0,0,0
干净 稍小,"Clean, slightly smaller",3,0,0,0,2,0,0,0,0,0
干净 空间,Clean space,5,0,0,2,0,0,0,0,0,0
干净 简介,Clean introduction,4,0,3,0,0,0,0,0,0,0
干净 细节,Clean details,4,0,0,0,0,0,0,0,0,0
干净 街道,Clean street,4,0,0,0,2,0,0,0,0,0
干净 被子,Clean quilt,7,0,0,3,2,0,0,0,0,0
干净 被褥,Clean bedding,3,0,0,0,2,0,0,0,0,0
干净 装修,Clean decoration,3,0,0,2,0,0,0,0,0,0
干净 设备,Clean equipment,6,0,0,2,2,0,0,2,0,0
干净 设施,Clean facilities,55,0,5,33,11,0,4,2,0,0
干净 选择,Clean choice,2,0,0,0,0,0,0,0,0,0
干净 酒店,Clean hotel,737,0,43,367,240,21,52,7,7,0
干净 里面,Clean inside,10,0,0,3,5,0,0,0,0,0
干净 重要,Clean important,2,0,0,2,0,0,0,0,0,0
干净 风格,Clean style,2,0,0,0,0,2,0,0,0,0
干净 饭店,Clean restaurant,3,0,0,0,0,0,0,0,0,0
干净 麻雀,Clean sparrow,8,0,0,8,0,0,0,0,0,0
庭院,patio,37,0,0,8,5,0,8,14,2,0
快捷 便利,Fast and convenient,2,0,0,0,0,0,0,0,0,0
总体,overall,1163,0,66,467,329,64,192,26,19,0
意外 好吃,Unexpectedly delicious,3,0,0,0,0,0,0,3,0,0
推荐,recommend,3281,0,165,1090,1064,226,564,75,97,0
新,new,2775,0,50,613,548,119,1338,33,74,0
新 ....,New...,3,0,0,0,0,0,3,0,0,0
新 一,New one,4,0,0,0,2,0,0,0,0,0
新 一些,Newer,2,0,0,0,0,0,2,0,0,0
新 一点,New,2,0,0,0,0,0,0,0,0,0
新 世界,New world,3,0,2,0,0,0,0,0,0,0
新 两,New two,3,0,0,0,0,0,0,0,0,0
新 中心,New center,2,0,0,0,0,0,2,0,0,0
新 主楼,New main building,2,0,0,0,2,0,0,0,0,0
新 京,New Beijing,28,0,4,22,0,0,0,0,0,0
新 京极,Shinkyogoku,10,0,3,5,0,2,0,0,0,0
新 价,New price,2,0,0,0,0,0,2,0,0,0
新 位置,New location,3,0,0,0,0,0,0,0,2,0
新 住,New live,2,0,0,0,0,0,2,0,0,0
新 体验,New Experience,3,0,0,0,0,0,0,0,0,0
新 区,New District,2,0,0,0,0,0,0,0,0,0
新 千岁,New Chitose,15,0,2,8,0,0,2,0,2,0
新 去,New go,2,0,0,0,2,0,0,0,0,0
新 地方,New place,2,0,0,0,0,0,2,0,0,0
新 地铁,New subway,4,0,0,0,2,0,2,0,0,0
新 坂,Shin Saka,2,0,0,2,0,0,0,0,0,0
新 大堂,New lobby,3,0,0,2,0,0,0,0,0,0
新 大阪,New Osaka,35,0,0,33,0,0,0,0,0,0
新 大阪站,New Osaka Station,56,0,5,48,2,0,0,0,0,0
新 宿,Shinjuku,1415,0,2,145,262,6,973,7,20,0
新 宿ビ,Shinjuku ビ,2,0,0,0,0,0,2,0,0,0
新 宿三,Shinjuku,2,0,0,0,0,0,0,0,0,0
新 宿东,New Sudong,5,0,0,0,0,0,4,0,0,0
新 宿区,Shinjuku,4,0,0,0,0,0,3,0,0,0
新 宿站,Shinjuku Station,3,0,0,0,0,0,3,0,0,0
新 宿西,Shinjuku West,7,0,0,0,0,0,5,0,0,0
新 宿近,Shinjuku,2,0,0,0,0,0,0,0,0,0
新 干线,Shinkansen,201,0,5,65,97,7,20,5,2,0
新 年,new Year,2,0,0,2,0,0,0,0,0,0
新 床,New bed,2,0,0,0,0,0,0,0,0,0
新 床单,New sheets,2,0,0,0,0,0,0,0,0,0
新 店,New shop,3,0,0,0,0,0,3,0,0,0
新 御,New Royal,5,0,0,5,0,0,0,0,0,0
新 心,New heart,2,0,0,2,0,0,0,0,0,0
新 感觉,New feeling,7,0,0,0,4,0,0,0,0,0
新 房,New room,9,0,0,2,3,0,3,0,0,0
新 房间,New room,53,0,0,19,11,4,17,0,0,0
新 斋,New,32,0,0,6,25,0,0,0,0,0
新 旧,New old,2,0,0,0,2,0,0,0,0,0
新 早餐,New breakfast,2,0,0,0,0,0,0,0,0,0
新 服务,New service,3,0,0,0,0,0,0,0,0,0
新 木场,New Kiba,2,0,0,2,0,0,0,0,0,0
新 本身,New itself,2,0,0,0,2,0,0,0,0,0
新 机场,New airport,7,0,2,3,0,0,0,0,0,0
新 板,New board,2,0,0,2,0,0,0,0,0,0
新 楼,New building,21,0,0,2,13,0,4,2,0,0
新 毛巾,New towel,6,0,0,2,0,0,2,0,0,0
新 王子,New prince,7,0,0,7,0,0,0,0,0,0
新 用品,New supplies,3,0,0,2,0,0,0,0,0,0
新 白河,New Baihe,6,0,0,6,0,0,0,0,0,0
新 硬件,New hardware,4,0,0,0,0,2,0,0,0,0
新 荣,Xinrong,3,0,0,3,0,0,0,0,0,0
新 荣町,Shin Sakae,2,0,0,2,0,0,0,0,0,0
新 装,New outfit,18,0,4,6,4,0,4,0,0,0
新 装修,New decoration,116,0,0,33,26,10,42,0,3,0
新 视野,New vision,2,0,0,0,0,0,2,0,0,0
新 设备,new device,24,0,0,10,6,0,6,0,0,0
新 设施,New facility,363,0,15,129,85,41,71,10,12,0
新 谷,New Valley,5,0,0,0,0,2,0,0,0,0
新 轮,New round,3,0,0,0,0,0,0,2,0,0
新 酒店,New hotel,246,0,4,71,32,30,83,7,19,0
新 阪急,New Hankyu,12,0,0,4,8,0,0,0,0,0
新 馆,New building,11,0,0,0,0,0,10,0,0,0
新 高楼,New high-rise,2,0,0,0,0,0,2,0,0,0
日式,Japanese-style,966,0,25,273,320,115,165,43,25,0
日式 东西,Japanese style,3,0,0,0,2,0,0,0,0,0
日式 两,Japanese style two,3,0,0,3,0,0,0,0,0,0
日式 之一,Japanese style one,4,0,0,0,4,0,0,0,0,0
日式 人,People,3,0,0,0,0,0,0,0,0,0
日式 吃,Eating,5,0,2,0,0,0,0,0,0,0
日式 味道,Japanese taste,3,0,0,0,0,0,0,0,0,0
日式 品种,Japanese style,3,0,0,0,3,0,0,0,0,0
日式 套餐,Japanese set meal,8,0,0,2,4,0,0,0,0,0
日式 店,Japanese shop,3,0,0,0,0,2,0,0,0,0
日式 庭院,Japanese style courtyard,9,0,0,0,0,0,3,4,0,0
日式 怀石料理,Japanese kaiseki cuisine,2,0,0,0,2,0,0,0,0,0
日式 态度,Japanese attitude,2,0,0,0,0,0,0,0,0,0
日式 房,Japanese style room,20,0,0,12,0,2,4,0,0,0
日式 房间,Japanese style room,25,0,0,11,4,4,3,2,0,0
日式 按摩,Japanese massage,2,0,0,0,0,0,0,0,0,0
日式 料理,Japanese cuisine,18,0,0,9,5,4,0,0,0,0
日式 旅馆,Ryokan,6,0,0,0,0,0,3,0,0,0
日式 早餐,Japanese breakfast,163,0,2,40,56,21,31,5,8,0
日式 早饭,Japanese breakfast,3,0,0,0,0,0,0,0,0,0
日式 服务,Japanese service,30,0,2,5,4,0,5,6,7,0
日式 标准,Japanese standard,2,0,0,0,0,0,0,0,0,0
日式 榻榻米,Japanese style tatami,8,0,0,3,0,2,2,0,0,0
日式 欧式,Japanese style,2,0,0,0,2,0,0,0,0,0
日式 浴,Japanese bath,2,0,0,2,0,0,0,0,0,0
日式 浴场,Japanese style bath,4,0,0,0,3,0,0,0,0,0
日式 浴室,Japanese style bathroom,2,0,0,2,0,0,0,0,0,0
日式 浴衣,Japanese Yukata,2,0,0,0,0,0,0,0,0,0
日式 温泉,Japanese hot spring,2,0,0,0,0,0,0,0,0,0
日式 澡堂,Japanese style bathhouse,2,0,0,0,0,0,0,0,0,0
日式 火锅,Japanese hot pot,3,0,0,0,2,0,0,0,0,0
日式 种类,Japanese style,2,0,0,0,0,0,0,0,0,0
日式 结合,Japanese style,2,0,0,0,0,0,0,0,0,0
日式 自助餐,Japanese buffet,4,0,0,0,3,0,0,0,0,0
日式 花园,Japanese garden,9,0,0,5,0,0,0,3,0,0
日式 英文,Japanese English,2,0,0,0,0,0,0,0,0,0
日式 英语,Japanese English,3,0,0,0,0,0,0,0,0,0
日式 街,Japanese street,2,0,0,0,2,0,0,0,0,0
日式 西式,Japanese Western,13,0,0,8,3,0,0,0,0,0
日式 选择,Japanese style,13,0,0,4,5,0,3,0,0,0
日式 酒店,Japanese hotel,54,0,5,24,12,3,8,2,0,0
日式 风味,Japanese style,2,0,0,0,0,0,0,0,0,0
日式 风格,Japanese style,31,0,0,12,4,0,9,2,2,0
日式 食物,Japanese food,2,0,0,0,0,0,0,0,0,0
日式 餐厅,Japanese restaurant,38,0,0,10,12,7,8,0,0,0
日式 餐馆,Japanese restaurant,6,0,0,3,2,0,0,0,0,0
日式 饭店,Japanese restaurant,4,0,0,0,2,0,0,0,0,0
日本,Japan,5719,0,240,2244,1748,320,932,94,141,0
早餐,breakfast,5605,0,203,1956,1608,703,851,129,155,0
时候,time,924,0,45,298,275,74,190,15,27,0
是否,whether,63,0,0,24,14,4,17,0,3,0
景色,view,688,0,20,69,110,108,317,8,56,0
棒,Great,3028,0,77,613,797,438,823,116,164,0
棒 r,Great r,2,0,0,0,0,0,0,0,0,0
棒 一切,Great everything,2,0,0,0,0,0,0,0,0,0
棒 下面,Great below,2,0,0,0,0,0,2,0,0,0
棒 业,Great industry,2,0,0,0,0,0,0,0,0,0
棒 中文,Great in Chinese,3,0,0,0,0,0,0,0,0,0
棒 主要,Great main,2,0,0,0,0,0,0,0,0,0
棒 交通,Great traffic,2,0,0,0,0,0,0,0,0,0
棒 人,Great man,3,0,0,0,0,0,2,0,0,0
棒 人员,Staff,2,0,0,0,0,2,0,0,0,0
棒 价位,Great price,2,0,0,0,2,0,0,0,0,0
棒 价格,Great price,3,0,0,0,0,0,2,0,0,0
棒 位置,Great position,218,0,6,61,97,8,34,10,2,0
棒 体验,Great experience,51,0,0,7,8,4,21,0,10,0
棒 便利,Great convenience,2,0,0,0,2,0,0,0,0,0
棒 出行,Great trip,4,0,0,0,0,2,0,0,0,0
棒 卫生,Great hygiene,11,0,0,4,3,2,2,0,0,0
棒 卫生间,Great toilet,4,0,0,0,2,0,0,0,0,0
棒 口味,Great taste,2,0,0,0,0,0,0,0,0,0
棒 吕,Great lu,5,0,0,3,0,0,0,0,0,0
棒 周边,Great surroundings,2,0,0,0,0,0,0,0,0,0
棒 味道,Great taste,20,0,5,6,2,3,3,0,0,0
棒 咖啡,Great coffee,5,0,0,0,3,0,0,0,0,0
棒 商场,Great mall,4,0,0,0,0,0,4,0,0,0
棒 地方,Great place,3,0,0,2,0,0,0,0,0,0
棒 地段,Great location,8,0,0,0,6,0,0,0,0,0
棒 地点,Great location,17,0,0,0,13,0,0,0,0,0
棒 夜景,Night view,25,0,0,0,10,0,11,0,2,0
棒 大堂,Great lobby,2,0,0,0,0,0,0,0,0,0
棒 字,Great letter;,2,0,0,0,0,0,0,0,0,0
棒 家,Great home,2,0,0,0,0,0,0,0,0,0
棒 巴士,Great bus,3,0,0,0,0,0,3,0,0,0
棒 店,Great shop,6,0,0,4,2,0,0,0,0,0
棒 态度,Great attitude,25,0,0,5,7,0,9,0,2,0
棒 总体,Great overall,3,0,0,0,0,0,0,0,0,0
棒 感觉,Great feeling,20,0,0,6,6,0,3,0,2,0
棒 我们,Great we,2,0,0,0,0,0,0,0,0,0
棒 房,Great room,3,0,0,0,2,0,0,0,0,0
棒 房间,Great room,59,0,0,11,12,6,21,2,6,0
棒 拉面,Great ramen,4,0,0,0,0,0,2,0,0,0
棒 效果,Great effect,2,0,0,0,0,0,0,0,0,0
棒 整体,Great overall,5,0,0,0,0,0,3,0,0,0
棒 料理,Great cuisine,2,0,0,0,2,0,0,0,0,0
棒 方面,Great aspect,12,0,0,3,4,2,2,0,0,0
棒 旅行,Great travel,2,0,0,0,0,0,0,0,0,0
棒 日航,Great Nikko,2,0,0,0,2,0,0,0,0,0
棒 早餐,Great breakfast,164,0,3,27,43,56,25,3,7,0
棒 早饭,Great breakfast,6,0,0,2,2,2,0,0,0,0
棒 晚餐,Great dinner,12,0,0,0,5,0,5,0,0,0
棒 景,Great view,4,0,0,0,0,0,3,0,0,0
棒 景色,Great scenery,37,0,0,2,6,7,17,2,3,0
棒 景观,Great landscape,23,0,0,0,5,3,14,0,0,0
棒 服务,Great service,168,0,4,41,55,9,42,9,8,0
棒 服务员,Great waiter,2,0,0,0,0,0,0,0,0,0
棒 服务生,Great waiter,2,0,0,0,0,0,0,0,0,0
棒 条件,Great condition,2,0,0,0,0,0,0,0,0,0
棒 棒,Great Great,40,0,0,9,14,6,8,0,2,0
棒 楼下,Great downstairs,3,0,0,2,0,0,0,0,0,0
棒 水平,Great level,8,0,0,4,0,0,0,0,0,0
棒 水果,Great fruit,2,0,0,0,0,0,2,0,0,0
棒 沙滩,Great beach,2,0,0,0,0,0,0,0,0,0
棒 泳池,Great pool,6,0,0,0,0,5,0,0,0,0
棒 洗衣机,Great washing machine,2,0,0,0,0,0,0,0,0,0
棒 浴场,Great bath,7,0,0,2,3,0,0,0,0,0
棒 浴室,Great bathroom,3,0,0,0,0,0,0,0,0,0
棒 海景,Great sea view,7,0,0,0,2,2,2,0,0,0
棒 海滩,Great beach,2,0,0,0,0,0,2,0,0,0
棒 温泉,Great hot spring,56,0,0,7,2,31,13,2,0,0
棒 游泳池,Great swimming pool,2,0,0,0,0,2,0,0,0,0
棒 灰,Great ash,2,0,0,0,0,0,0,0,0,0
棒 爷湖,Great lake,3,0,0,0,0,0,3,0,0,0
棒 牛,Great cow,2,0,0,0,0,0,0,0,0,0
棒 牛肉,Great beef,6,0,0,0,0,3,0,0,2,0
棒 环境,Great environment,52,0,0,10,13,5,13,5,5,0
棒 班车,Great shuttle,4,0,0,0,0,0,4,0,0,0
棒 球场,Baseball field,2,0,0,0,0,0,0,2,0,0
棒 用品,Great supplies,4,0,0,0,2,0,2,0,0,0
棒 真,Awesome really,11,0,0,3,0,0,2,0,3,0
棒 硬件,Great hardware,3,0,0,0,0,0,0,0,0,0
棒 管理,Great management,2,0,0,0,2,0,0,0,0,0
棒 细节,Great details,2,0,0,0,0,0,0,0,0,0
棒 美景,Great views,2,0,0,0,0,0,0,0,0,0
棒 美食,Great gourmet,2,0,0,0,0,0,0,0,0,0
棒 自助餐,Great buffet,12,0,0,2,2,0,7,0,0,0
棒 花园,Great garden,2,0,0,0,0,0,0,2,0,0
棒 英文,Great English,6,0,0,2,0,2,0,0,0,0
棒 英语,Great English,12,0,2,3,2,0,3,0,2,0
棒 茶,Great tea,2,0,0,0,0,0,0,0,0,0
棒 菜品,Great dishes,2,0,0,0,0,0,0,0,0,0
棒 虾,Great shrimp,2,0,0,0,0,2,0,0,0,0
棒 街,Great street,2,0,0,0,0,0,0,0,0,0
棒 装修,Great decoration,2,0,0,0,0,0,0,0,0,0
棒 视野,Great,4,0,0,0,0,0,2,0,0,0
棒 设备,Great equipment,2,0,0,0,0,0,0,0,0,0
棒 设施,Great facilities,67,0,0,14,19,11,18,2,2,0
棒 设计,Great design,8,0,0,2,0,0,2,0,0,0
棒 超市,Great supermarket,2,0,0,0,0,0,0,0,0,0
棒 软件,Great software,2,0,0,0,0,0,0,0,0,0
棒 那,Great that,3,0,0,0,0,2,0,0,0,0
棒 酒店,Great hotel,463,0,4,62,108,74,163,20,32,0
棒 隔音,Soundproof,2,0,0,0,0,0,0,0,0,0
棒 风景,Great scenery,27,0,0,4,2,5,15,0,0,0
棒 风格,Great style,3,0,0,2,0,0,0,0,0,0
棒 食物,Great food,5,0,0,0,0,2,0,2,0,0
棒 餐厅,Great restaurant,14,0,0,3,0,2,5,2,0,0
棒 餐食,Good meal,4,0,0,0,0,0,0,3,0,0
棒 餐饮,Great food,6,0,0,0,0,3,2,0,0,0
棒 餐馆,Great restaurant,2,0,0,2,0,0,0,0,0,0
棒 馆,Great hall,2,0,0,2,0,0,0,0,0,0
棒 鸡,Great chicken,2,0,0,0,0,0,0,0,0,0
棒 ！！,Great ! !,10,0,0,4,5,0,0,0,0,0
欣赏,enjoy,104,0,3,8,25,24,36,2,6,0
没有 一流,Not first class,2,0,0,0,0,0,0,0,0,0
没有 不错,No good,76,0,2,25,19,8,15,4,3,0
没有 人员,No personnel,3,0,0,2,0,0,0,0,0,0
没有 住,No live,54,0,0,18,16,0,16,0,3,0
没有 便利,No convenience,6,0,0,0,4,0,0,0,0,0
没有 出行,No travel,4,0,0,3,0,0,0,0,0,0
没有 卫生,No hygiene,6,0,0,3,3,0,0,0,0,0
没有 可以,"No, yes",14,0,0,4,4,0,4,0,0,0
没有 吃,did not eat,26,0,2,8,4,4,8,0,0,0
没有 周边,No surroundings,33,0,0,14,7,0,11,0,0,0
没有 地方,No place,56,0,4,24,20,0,7,0,0,0
没有 地铁站,No subway station,2,0,0,2,0,0,0,0,0,0
没有 坐,Not sitting,7,0,0,0,3,0,0,0,0,0
没有 大,No big,63,0,7,22,20,2,11,0,0,0
没有 好吃,No delicious,8,0,0,2,0,3,0,0,0,0
没有 干净,No clean,37,0,0,14,16,0,5,0,0,0
没有 推荐,Not recommended,3,0,0,0,2,0,0,0,0,0
没有 新,No new,5,0,0,2,0,0,0,0,0,0
没有 日本,No japan,5,0,0,0,3,0,0,0,2,0
没有 早餐,No breakfast,44,0,0,14,12,5,6,5,0,0
没有 时候,No time,6,0,0,0,2,0,0,2,0,0
没有 棒,No stick,9,0,0,0,3,2,4,0,0,0
没有 漂亮,Not beautiful,3,0,0,0,0,0,0,0,0,0
没有 热情,No passion,11,0,0,4,3,0,2,0,0,0
没有 环境,No environment,7,0,0,3,0,0,2,0,0,0
没有 真心,Not true,2,0,0,0,0,0,0,0,0,0
没有 算,No count,14,0,0,6,4,2,0,0,0,0
没有 舒服,Not comfortable,11,0,0,3,3,0,2,0,0,0
没有 购物,No shopping,8,0,0,0,4,0,2,0,0,0
没有 赞,No like,2,0,0,0,2,0,0,0,0,0
没有 过,Never had,4,0,0,2,0,0,0,0,0,0
没有 近,No near,26,0,3,11,6,0,4,0,0,0
没有 远,No far,9,0,0,7,0,0,0,0,0,0
没有 选择,no choice,15,0,0,3,9,0,2,0,0,0
没有 问题,no problem,88,0,0,47,23,6,10,0,0,0
没有 附近,Not nearby,19,0,0,6,3,2,6,0,0,0
漂亮,Pretty,489,0,14,95,105,75,152,20,28,0
漂亮 m,Pretty m,2,0,0,0,0,0,0,0,0,0
漂亮 人,Beautiful people,2,0,0,0,0,0,0,0,0,0
漂亮 前台,Beautiful,2,0,0,0,0,0,0,0,0,0
漂亮 地方,Beautiful place,3,0,0,3,0,0,0,0,0,0
漂亮 塔,Beautiful tower,2,0,0,0,0,0,2,0,0,0
漂亮 外观,Beautiful appearance,7,0,0,6,0,0,0,0,0,0
漂亮 夜景,Beautiful,61,0,3,3,18,8,24,0,4,0
漂亮 大厅,Pretty hall,2,0,0,2,0,0,0,0,0,0
漂亮 大堂,Beautiful lobby,20,0,0,4,6,3,4,3,0,0
漂亮 妹子,Pretty girl,2,0,0,0,0,0,0,0,0,0
漂亮 姑娘,beautiful girl,3,0,0,3,0,0,0,0,0,0
漂亮 广场,Pretty square,3,0,0,0,0,0,0,3,0,0
漂亮 庭院,Pretty courtyard,3,0,0,0,0,0,0,3,0,0
漂亮 房,Beautiful room,3,0,0,0,2,0,0,0,0,0
漂亮 房间,Nice room,14,0,0,2,0,0,9,0,2,0
漂亮 景,Beautiful scene,3,0,0,0,0,0,0,0,0,0
漂亮 景色,Beautiful view,23,0,0,2,3,4,11,0,3,0
漂亮 景观,Beautiful landscape,3,0,0,0,0,0,0,0,0,0
漂亮 服务员,Pretty waiter,4,0,0,0,0,0,3,0,0,0
漂亮 楼下,Pretty downstairs,2,0,0,0,2,0,0,0,0,0
漂亮 樱花,Beautiful cherry blossom,2,0,0,0,0,0,0,0,0,0
漂亮 气派,Beautiful style,2,0,0,0,0,0,0,0,0,0
漂亮 沙滩,Beautiful beach,3,0,0,0,0,2,0,0,0,0
漂亮 海景,Beautiful seascape,14,0,0,0,5,5,4,0,0,0
漂亮 海滩,Pretty beach,3,0,0,0,0,2,0,0,0,0
漂亮 温泉,Beautiful hot spring,4,0,0,0,2,2,0,0,0,0
漂亮 游泳池,Nice swimming pool,4,0,0,0,0,2,0,0,0,0
漂亮 环境,Beautiful environment,11,0,0,4,0,0,5,0,0,0
漂亮 花园,Pretty garden,5,0,0,2,0,0,0,2,0,0
漂亮 菜,Beautiful dish,2,0,0,0,0,0,2,0,0,0
漂亮 装修,Beautiful decoration,4,0,0,0,0,0,2,0,0,0
漂亮 装饰,Beautiful decoration,3,0,0,0,0,0,2,0,0,0
漂亮 视野,Beautiful vision,7,0,0,0,0,4,2,0,0,0
漂亮 设计,Beautiful design,2,0,0,0,0,0,0,0,0,0
漂亮 酒店,Beautiful hotel,53,0,0,12,7,13,14,0,6,0
漂亮 风景,Beautiful scenery,11,0,0,2,2,4,2,0,0,0
漂亮 餐厅,Beautiful restaurant,2,0,0,0,0,0,0,0,0,0
烤肉,Barbecue,70,0,0,20,14,25,8,2,0,0
热情,enthusiasm,1340,0,90,518,333,87,218,37,57,0
热情 个个,Enthusiasm,2,0,0,0,0,2,0,0,0,0
热情 中文,Passion Chinese,2,0,0,0,0,0,2,0,0,0
热情 事情,Passion things,4,0,0,3,0,0,0,0,0,0
热情 人,Passionate people,13,0,0,5,0,3,3,0,0,0
热情 人员,Enthusiastic people,190,0,18,81,46,9,24,5,7,0
热情 他们,Passionate them,3,0,0,2,0,0,0,0,0,0
热情 前台,Enthusiasm,51,0,6,30,12,0,0,0,0,0
热情 司机,Enthusiastic driver,2,0,0,0,0,0,0,0,0,0
