RID,HotelID,HotelName,EnglishHotelName,HotelScore,LocationScore,ServicesScore,FacilitiesScore,HealthScore,HotelPrice
2973,736827,"大阪日星商务旅馆
Business Hotel Nissei Osaka",Business Hotel Nissei Osaka,4.7,4.6,4.0,4.5,4.4,5382.0
2974,736833,"东京旅馆
Tokyo Inn",Tokyo Inn,4.0,3.6,3.8,3.8,3.8,9273.0
2975,736845,"箱根河鹿庄酒店
Hotel Kajikaso Hakone",Hotel Kajikaso Hakone,4.8,4.8,4.6,4.8,4.7,42259.0
2976,736846,"京都旅馆平新
Kyoto Ryokan Hirashin",Kyoto Ryokan Hirashin,4.6,4.5,4.3,4.5,4.5,17263.0
2977,736852,"福冈天神我的住宿酒店
HOTEL MYSTAYS Fukuoka Tenjin",HOTEL MYSTAYS Fukuoka Tenjin,4.6,4.5,4.3,4.6,4.5,11825.0
2978,736858,"冲绳那霸太平洋酒店
Pacific Hotel Okinawa Naha",Pacific Hotel Okinawa Naha,4.3,4.5,4.2,4.5,4.4,7057.0
2979,736862,"京阪京都格兰德酒店
Hotel Keihan Kyoto Grande",Hotel Keihan Kyoto Grande,4.8,4.7,4.6,4.7,4.7,7413.0
2980,736871,"大阪阪急国际酒店
Hotel Hankyu International Osaka",Hotel Hankyu International Osaka,4.8,4.8,4.8,4.9,4.8,24885.0
2981,736875,"大阪海湾塔酒店
Hotel Osaka Baytower",Hotel Osaka Baytower,4.6,4.5,4.4,4.6,4.5,7888.0
2982,736881,"阿利维亚日航酒店
Hotel Nikko Alivila",Hotel Nikko Alivila,4.5,4.8,4.7,4.9,4.7,33124.0
2983,737020,"冲绳残波岬皇家大酒店
Zanpamisaki Royal Hotel Okinawa",Zanpamisaki Royal Hotel Okinawa,4.0,4.4,4.1,4.5,4.3,19483.0
2984,737027,"冲绳都酒店
Okinawa Miyako Hotel",Okinawa Miyako Hotel,4.4,4.8,4.5,4.7,4.6,10214.0
2985,737038,"冲绳那霸日航都市饭店
Hotel JAL City Naha Okinawa",Hotel JAL City Naha Okinawa,4.8,4.7,4.4,4.7,4.7,12329.0
2986,737048,"东京茅场町芬迪别墅酒店
Hotel Villa Fontaine Tokyo-Kayabacho",Hotel Villa Fontaine Tokyo-Kayabacho,4.7,4.7,4.5,4.7,4.6,8478.0
2987,737054,"芬迪别墅东京汐留酒店
Hotel Villa Fontaine Tokyo-Shiodome",Hotel Villa Fontaine Tokyo-Shiodome,4.7,4.6,4.5,4.7,4.7,12329.0
2988,737058,"东京六本木芬迪别墅酒店
Villa Fontaine Tokyo-Roppongi",Villa Fontaine Tokyo-Roppongi,4.5,4.4,4.2,4.6,4.4,13742.0
2989,737125,"东京香格里拉大酒店
Shangri-La Hotel Tokyo",Shangri-La Hotel Tokyo,4.9,4.9,4.9,4.9,4.9,50016.0
2990,737133,"京都凯悦酒店
Hyatt Regency Kyoto",Hyatt Regency Kyoto,4.7,4.8,4.7,4.9,4.8,40514.0
2991,737141,"京都布莱顿酒店
Brighton Hotel Kyoto",Brighton Hotel Kyoto,4.5,4.8,4.7,4.9,4.7,19382.0
2992,737147,"乌丸京都酒店
Karasuma Kyoto Hotel",Karasuma Kyoto Hotel,4.8,4.6,4.4,4.7,4.6,6083.0
2993,737156,"京都新阪急饭店
Hotel New Hankyu Kyoto",Hotel New Hankyu Kyoto,4.9,4.6,4.4,4.7,4.7,8052.0
2994,737157,"京都新都酒店
New Miyako Hotel Kyoto",New Miyako Hotel Kyoto,4.8,4.7,4.6,4.7,4.7,9572.0
2995,737160,"京都世纪酒店
Century Hotel Kyoto",Century Hotel Kyoto,4.8,4.8,4.6,4.8,4.8,10923.0
2996,749516,"东京新宿芬迪别墅酒店
Villa Fontaine Tokyo-Shinjuku",Villa Fontaine Tokyo-Shinjuku,4.6,4.6,4.5,4.8,4.6,
2997,749521,"日本桥别墅酒店
Hotel Nihonbashi Villa",Hotel Nihonbashi Villa,4.3,4.1,3.9,4.3,4.2,2782.0
2998,751780,"京都指南针旅馆
Guesthouse Kyoto Compass",Guesthouse Kyoto Compass,4.6,4.9,4.9,4.7,4.8,3265.0
2999,759797,"东京涩谷东急REI饭店
Shibuya Tokyu Rei Hotel Tokyo",Shibuya Tokyu Rei Hotel Tokyo,4.8,4.6,4.3,4.6,4.6,14894.0
3000,759802,"东京东银座京王布莱索酒店
Keio Presso Inn Higashi-Ginza Tokyo",Keio Presso Inn Higashi-Ginza Tokyo,4.7,4.6,4.4,4.7,4.6,
3001,759805,"东京新宿新丽饭店
Hotel Sunlite Shinjuku Tokyo",Hotel Sunlite Shinjuku Tokyo,4.6,4.6,4.4,4.6,4.5,11668.0
3002,759807,"东京台场日航大酒店
Grand Nikko Tokyo Daiba",Grand Nikko Tokyo Daiba,4.8,4.8,4.8,4.8,4.8,18453.0
3003,759808,"东京后乐园绿色酒店
Green Hotel Korakuen Tokyo",Green Hotel Korakuen Tokyo,4.9,4.8,4.7,4.9,4.8,10484.0
3004,759809,"东京丽嘉皇家酒店
Rihga Royal Hotel Tokyo",Rihga Royal Hotel Tokyo,4.6,4.8,4.8,4.9,4.8,20633.0
3005,759822,"福冈博多雷斯烛光酒店
Candeo Hotels the Hakata Terrace",Candeo Hotels the Hakata Terrace,4.4,4.6,4.6,4.7,4.6,19215.0
3006,759827,"新大阪永翼国际酒店
Hotel Wing International Shin-Osaka",Hotel Wing International Shin-Osaka,4.3,4.3,4.1,4.3,4.3,11463.0
3007,759833,"东京上野御徒町芬迪别墅酒店
Hotel Villa Fontaine Tokyo-Ueno Okachimachi",Hotel Villa Fontaine Tokyo-Ueno Okachimachi,4.3,4.5,4.3,4.6,4.4,8758.0
3008,759834,"那霸市微笑度假酒店
Smile Hotel Naha City Resort",Smile Hotel Naha City Resort,4.2,4.2,3.8,4.1,4.0,7422.0
3009,759835,"东京日本桥三越前芬迪别墅酒店
Hotel Villa Fontaine Tokyo-Nihombashi Mitsukoshimae",Hotel Villa Fontaine Tokyo-Nihombashi Mitsukoshimae,4.4,4.6,4.2,4.6,4.4,6563.0
3010,759837,"东京新宿新城市酒店
Shinjuku New City Hotel Tokyo",Shinjuku New City Hotel Tokyo,4.6,4.6,4.4,4.6,4.5,9457.0
3011,759840,"东京池袋皇家酒店
Ikebukuro Royal Hotel Tokyo",Ikebukuro Royal Hotel Tokyo,4.4,3.7,3.5,3.8,3.8,7900.0
3012,759843,"心斋桥哈顿酒店
Hearton Hotel Shinsaibashi",Hearton Hotel Shinsaibashi,4.8,4.6,4.4,4.7,4.6,8695.0
3013,759844,"东京池袋东急住宿酒店
Tokyu Stay Ikebukuro Tokyo",Tokyu Stay Ikebukuro Tokyo,4.8,4.7,4.7,4.7,4.7,13268.0
3014,759846,"冲绳那霸露台酒店
The Naha Terrace Okinawa",The Naha Terrace Okinawa,4.4,4.4,4.2,4.5,4.4,24565.0
3015,759848,"冲绳那霸Loisir酒店
Loisir Hotel Naha Okinawa",Loisir Hotel Naha Okinawa,4.4,4.6,4.5,4.7,4.6,12881.0
3016,759852,"东京上野宝石酒店
Hotel Sardonyx Ueno Tokyo",Hotel Sardonyx Ueno Tokyo,4.7,4.5,4.4,4.7,4.6,9539.0
3017,759853,"福冈博多狮子宫酒店
Hotel Leopalace Hakata Fukuoka",Hotel Leopalace Hakata Fukuoka,4.8,4.6,4.6,4.8,4.7,12500.0
3018,759855,"东京守信度假村
Hotel Trusty Tokyo Bayside",Hotel Trusty Tokyo Bayside,4.5,4.7,4.5,4.7,4.6,11593.0
3019,759856,"名古屋国际大酒店
NagoyaInternational Hotel",NagoyaInternational Hotel,4.8,4.5,4.2,4.5,4.5,12978.0
3020,759857,"名古屋金山酒店
Nagoya Kanayama Hotel",Nagoya Kanayama Hotel,4.7,4.2,4.1,4.2,4.3,8726.0
3021,759858,"名古屋荣华盛顿酒店
Nagoya Sakae Washington Hotel Plaza",Nagoya Sakae Washington Hotel Plaza,4.6,4.6,4.4,4.7,4.6,8726.0
3022,759860,"大阪千里阪急大酒店
Senri Hankyu Hotel Osaka",Senri Hankyu Hotel Osaka,4.3,4.4,4.4,4.4,4.4,13681.0
3023,759862,"大分别府湾皇家酒店
Beppuwan Royal Hotel Oita",Beppuwan Royal Hotel Oita,4.2,4.6,4.3,4.3,4.4,15313.0
3024,6249836,"札幌太阳广场酒店
Hotel Sapporo Sun Plaza",Hotel Sapporo Sun Plaza,,,,,,10626.0
3025,780086,"东京京王布莱索酒店 新宿
Keio Presso Inn Shinjuku Tokyo",Keio Presso Inn Shinjuku Tokyo,4.4,4.6,4.4,4.7,4.5,12000.0
3026,780155,"京都丽嘉皇家酒店
Rihga Royal Hotel Kyoto",Rihga Royal Hotel Kyoto,4.6,4.7,4.6,4.8,4.7,9675.0
3027,4046611,"山麓菅直人酒店
Otaru Tenguyama Sanrokukan",Otaru Tenguyama Sanrokukan,3.0,2.9,2.9,2.9,2.9,
3028,6253643,"京都EI旅馆
El Inn Kyoto",El Inn Kyoto,4.6,3.9,3.9,4.2,4.1,6872.0
3029,7280033,"红杉膳食旅馆
Pension Sequoia",Pension Sequoia,,,,,,
3030,785965,"费罗斯膳食酒店
Pension Fellows",Pension Fellows,,,,,,
3031,7004130,"赫罗塔尼膳食公寓
Hirotani Pension",Hirotani Pension,,,,,,
3032,785971,"小林民宿
Minshuku Kobayashi",Minshuku Kobayashi,4.1,4.0,4.0,4.2,4.1,
3033,6395834,"大奄美滨海酒店
Hotel Big Marine Amami",Hotel Big Marine Amami,,,,,,
3034,6395847,"新奄美酒店
Hotel New Amami",Hotel New Amami,4.5,4.5,4.5,4.5,4.5,
3035,787887,"比比膳食公寓酒店
Pension Bibi",Pension Bibi,,,,,,
3036,6588791,"伊东屋​​站京都旅舍
Itoya Stand Guesthouse Kyoto",Itoya Stand Guesthouse Kyoto,3.8,4.2,3.9,3.9,3.9,
3037,1658498,"新泻东湯葉得旅馆
Hotel Azuma Yubaetei Nigata",Hotel Azuma Yubaetei Nigata,5.0,5.0,3.0,4.0,4.3,
3038,3147169,"知床岩尾别青年旅舍
Shiretoko Iwaobetsu Youth Hostel",Shiretoko Iwaobetsu Youth Hostel,,,,,,
3039,1650250,"松山葛城道后日式旅馆
Dogo-No-Yado KatsuragiMatsuyama",Dogo-No-Yado KatsuragiMatsuyama,4.6,3.8,3.6,3.8,3.9,13905.0
3040,842622,"登别温泉第一泷本馆
Dai-Ichi Takimotokan 

又名：第一滝本馆(Dai-Ichi Takimotokan)",Dai-Ichi Takimotokan ,4.8,4.7,4.6,4.7,4.7,
3041,846361,"带广站前里满士酒店
Richmond Hotel Obihiro Ekimae",Richmond Hotel Obihiro Ekimae,4.6,4.6,4.5,4.6,4.6,9961.0
3042,846364,"高山飞驒超级酒店
Super Hotel Hida Takayama",Super Hotel Hida Takayama,4.3,4.0,3.9,4.3,4.2,8900.0
3043,846366,"温克尔山林小屋
Winkel Village",Winkel Village,4.2,4.3,4.3,4.3,4.3,31531.0
3044,846367,"东京大陆府中酒店
Hotel Continental Fuchu Tokyo",Hotel Continental Fuchu Tokyo,4.5,4.5,4.3,4.4,4.4,10740.0
3045,846368,"里士满札幌大通酒店
Richmond Hotel Sapporo Odori",Richmond Hotel Sapporo Odori,4.8,4.6,4.4,4.7,4.6,10585.0
3046,846369,"大和旅馆
Ryokan Yamato",Ryokan Yamato,4.5,4.3,4.3,4.5,4.4,15000.0
3047,846382,"别府旅亭松叶屋
Ryotei Matsubaya Beppu",Ryotei Matsubaya Beppu,3.5,3.5,3.5,3.5,3.5,31380.0
3048,846385,"四季之宿富士山酒店
Shiki-No-Yado Fujisan",Shiki-No-Yado Fujisan,4.2,4.3,4.1,4.4,4.3,12712.0
3049,846386,"大雪山白金观光酒店
Taisetsuzan Shiroganekankou Hotel",Taisetsuzan Shiroganekankou Hotel,3.6,3.5,3.5,3.5,3.5,18434.0
3050,846387,"卢米埃尔旅馆
Gusthof Lumiere",Gusthof Lumiere,,,,,,15666.0
3051,846388,"小丽思旅馆
Little Ritz",Little Ritz,,,,,,18360.0
3052,846389,"汤宿源泉万岁酒店
Gensen Banzai Hotel",Gensen Banzai Hotel,,,,,,
3053,846390,"J花园酒店
J-Garden Hotel",J-Garden Hotel,,,,,,8337.0
3054,846392,"东京上野百夫长酒店
Centurion Hotel Ueno Tokyo",Centurion Hotel Ueno Tokyo,4.6,4.5,4.3,4.5,4.5,11805.0
3055,846393,"品川弗莱斯泰公寓式酒店
Flexstay Inn Shinagawa",Flexstay Inn Shinagawa,3.9,3.7,3.7,3.9,3.8,9302.0
3056,846394,"屋敷三分之一旅馆
1/3rd Residence Guest House Yashiki",1/3rd Residence Guest House Yashiki,3.9,4.1,3.9,4.1,4.0,35000.0
3057,846395,"新上野酒店
Hotel New Ueno",Hotel New Ueno,4.5,4.3,3.9,4.3,4.2,14312.0
3058,846397,"横滨关内利夫马克斯酒店
Hotel Livemax Yokohama Kannai",Hotel Livemax Yokohama Kannai,3.7,3.6,3.5,3.5,3.6,5031.0
3059,846398,"大津濑田微笑酒店
Smile Hotel Otsu Seta",Smile Hotel Otsu Seta,5.0,4.5,4.3,4.8,4.6,5554.0
3060,846401,"蓝湖度假酒店
Hotel Blue Lake & Resort",Hotel Blue Lake & Resort,,,,,,
3061,846403,"白滨海滨酒店
Beach Side Inn Shirahama",Beach Side Inn Shirahama,4.2,4.3,4.3,4.3,4.3,10161.0
3062,846405,"浅草中央酒店
Asakusa Central Hotel",Asakusa Central Hotel,4.8,4.7,4.4,4.7,4.6,5976.0
3063,846406,"伊东高原物语酒店
Hotel Izu Kogen Monogatari",Hotel Izu Kogen Monogatari,4.0,4.0,4.0,4.0,4.0,
3064,846836,"名古屋皇家花园酒店
Royal Park Hotel the Nagoya",Royal Park Hotel the Nagoya,4.8,4.7,4.6,4.9,4.7,14367.0
3065,846838,"大阪丽嘉中之岛酒店
Rihga Nakanoshima Inn Osaka",Rihga Nakanoshima Inn Osaka,4.5,4.4,4.3,4.5,4.4,9454.0
3066,846839,"欢笑美图酒店
Smile Hotel Mito",Smile Hotel Mito,4.5,4.4,4.2,4.3,4.4,6533.0
3067,846841,"函馆伊美吉酒店及度假村
Imagine Hotel & Resort Hakodate",Imagine Hotel & Resort Hakodate,4.6,4.5,4.4,4.5,4.5,17463.0
3068,846854,"名古屋荣住宿酒店
HOTEL MYSTAYS Nagoya Sakae",HOTEL MYSTAYS Nagoya Sakae,4.7,4.6,4.5,4.7,4.6,5852.0
3069,6645479,"沼津站前桑科酒店
Sanco Inn Numazu Ekimae",Sanco Inn Numazu Ekimae,4.1,4.1,4.0,4.0,4.0,6486.0
3070,856901,"东京新宿百日住宿酒店
Hundred Stay Shinjuku Tokyo",Hundred Stay Shinjuku Tokyo,4.6,4.3,4.4,4.6,4.5,18191.0
3071,856906,"大阪新大谷酒店
Hotel New Otani Osaka",Hotel New Otani Osaka,4.8,4.8,4.7,4.8,4.8,16916.0
3072,856915,"新大阪站酒店
Shin-Osaka Station Hotel",Shin-Osaka Station Hotel,4.5,4.6,4.4,4.7,4.6,13658.0
3073,856916,"札幌休闲酒店
Comfort Hotel Sapporo",Comfort Hotel Sapporo,4.1,4.6,4.3,4.6,4.4,5033.0
3074,857024,"鬼怒川温泉酒店
Kinugawa Onsen Hotel",Kinugawa Onsen Hotel,4.2,4.2,4.5,4.7,4.4,27030.0
3075,857280,"东山角宾馆
Guesthouse Higashiyama Jao",Guesthouse Higashiyama Jao,4.0,5.0,4.0,5.0,4.5,
3076,857699,"筑波玛努里酒店
Tsukuba Maruni Hotel",Tsukuba Maruni Hotel,3.9,3.9,3.8,3.9,3.8,
3077,8059405,"小樽吉欣卡酒店
Otaru Geihinkan",Otaru Geihinkan,4.2,4.2,4.2,4.2,4.2,13907.0
3078,6281629,"羽衣酒店
Hotel Hagoromo (Adult Only)",Hotel Hagoromo (Adult Only),,,,,,
3079,5617197,"泉佐野志摩地中海村
Shima Chichukaimura Izumisano",Shima Chichukaimura Izumisano,,,,,,
3080,6694255,"洛库思索清里温泉酒店
Kiyosato Onsen Hotel Ryokuseisou",Kiyosato Onsen Hotel Ryokuseisou,,,,,,
3081,862479,"麦塞智旅馆及咖啡馆
Maisan-Chi Guesthouse & Cafe",Maisan-Chi Guesthouse & Cafe,,,,,,2801.0
3082,7018994,"南鱼沼里山十帖旅馆
Satoyamajujo Minamiuonuma",Satoyamajujo Minamiuonuma,4.5,4.5,4.5,4.5,4.5,
3083,3157980,"特恩萨尔尤山中湖酒店
Teiensaryo Yamanakako",Teiensaryo Yamanakako,,,,,,
3084,870283,"广岛88号楼旅馆
88 House Hiroshima",88 House Hiroshima,,,,,,6495.0
3085,898931,"伊雍齐旅馆
Guesthouse Iyonchi",Guesthouse Iyonchi,4.4,4.2,3.9,4.2,4.2,5300.0
3086,6316405,"京都出水町家
Demizu Machiya Kyoto",Demizu Machiya Kyoto,5.0,5.0,5.0,5.0,5.0,
3087,922452,"京都中央公寓
Kyoto Central Condo",Kyoto Central Condo,,,,,,9284.0
3088,926335,"东京希尔顿酒店
Hilton Tokyo",Hilton Tokyo,4.7,4.7,4.6,4.8,4.7,32652.0
3089,926338,"名古屋希尔顿酒店
Hilton Nagoya",Hilton Nagoya,4.7,4.8,4.6,4.8,4.7,18250.0
3090,926340,"千叶东京湾希尔顿酒店
Hilton Tokyo Bay Chiba",Hilton Tokyo Bay Chiba,4.7,4.7,4.6,4.7,4.7,16051.0
3091,926342,"冲绳那霸希尔顿逸林酒店
Doubletree by Hilton Naha Okinawa",Doubletree by Hilton Naha Okinawa,4.7,4.6,4.4,4.7,4.6,11784.0
3092,926345,"名古屋万豪酒店
Nagoya Marriott Associa Hotel",Nagoya Marriott Associa Hotel,4.9,4.8,4.6,4.8,4.8,21476.0
3093,926346,"京都站宜必思尚品酒店
Ibis Styles Kyoto Station",Ibis Styles Kyoto Station,4.8,4.6,4.5,4.8,4.7,9539.0
3094,931766,"千叶太阳之里温泉酒店
Hotel Taiyouno-Sato",Hotel Taiyouno-Sato,5.0,5.0,4.3,5.0,4.8,45000.0
3095,3122291,"小马温泉酒店
Hotel Pony Onsen",Hotel Pony Onsen,3.4,3.8,3.6,3.6,3.6,8030.0
3096,939000,"P达什花园背包客旅馆
P-Dash Garden Backpackers",P-Dash Garden Backpackers,,,,,,5200.0
3097,1613007,"伊豆高原温泉花之云日式旅馆
Izukogen Onsen Hana No Kumo",Izukogen Onsen Hana No Kumo,4.0,4.0,3.0,4.0,3.8,
3098,951026,"塔米酒店
Tami",Tami,,,,,,2612.0
3099,957780,"特桑达拉海滩度假酒店
Tsundara Beach Retreat",Tsundara Beach Retreat,,,,,,
3100,958194,"奥伊玛苏恩公寓
Oimatsuen",Oimatsuen,,,,,,
3101,958198,"森林之歌旅馆
Morinouta",Morinouta,,,,,,6964.0
3102,4617497,"诺瓦扎茹酒店
Nozaru",Nozaru,3.7,3.7,3.8,3.7,3.7,2066.0
3103,964421,"和音旅馆
Guest House Waon",Guest House Waon,5.0,5.0,4.0,5.0,4.8,6800.0
3104,974842,"那霸东急REI酒店
Tokyu Rei Hotel Naha",Tokyu Rei Hotel Naha,4.7,4.8,4.6,4.8,4.7,7293.0
3105,974869,"冲绳景观大酒店
Hotel Gran View Okinawa",Hotel Gran View Okinawa,4.8,4.8,4.7,4.7,4.7,7132.0
3106,7691722,"京都万治郎日式旅馆
Yadoya Manjiro Kyoto",Yadoya Manjiro Kyoto,4.8,4.8,4.7,5.0,4.8,
3107,976800,"大阪南海瑞士酒店
Swissotel Nankai Osaka",Swissotel Nankai Osaka,4.9,4.8,4.6,4.8,4.8,21779.0
3108,986951,"东京椿山荘酒店
Chinzanso Hotel Tokyo",Chinzanso Hotel Tokyo,4.7,4.8,4.8,4.9,4.8,53889.0
3109,987089,"东京半岛酒店
The Peninsula Tokyo",The Peninsula Tokyo,4.9,4.8,4.9,4.9,4.9,58517.0
3110,987569,"北海道富良野王子酒店
Furano Prince Hotel Hokkaido",Furano Prince Hotel Hokkaido,4.3,4.3,4.0,4.3,4.2,42500.0
3111,987607,"名护索年酒店
Hotel Resonex Nago Okinawa",Hotel Resonex Nago Okinawa,3.8,4.7,3.9,4.5,4.2,11885.0
3112,987801,"大阪守口丽都大酒店
Hotel Agora Osaka Moriguchi",Hotel Agora Osaka Moriguchi,4.5,4.5,4.4,4.6,4.5,10116.0
3113,987887,"冲绳喜来登阳光海岸度假酒店[原:冲绳阳光海岸酒店]
Sheraton Okinawa Sunmarina Resort",Sheraton Okinawa Sunmarina Resort,4.5,4.6,4.5,4.8,4.6,25628.0
3114,987919,"The b 名古屋酒店
The b Nagoya",The b Nagoya,4.9,4.7,4.6,4.8,4.8,11414.0
3115,987975,"成田国际花园酒店
International Garden Hotel Narita",International Garden Hotel Narita,4.4,4.3,4.1,4.6,4.3,8419.0
3116,988063,"the b 东京 三轩茶屋酒店
the b tokyo sangenjaya",the b tokyo sangenjaya,4.8,4.6,4.0,4.6,4.5,9268.0
3117,988074,"the b 东京 赤坂酒店
the b tokyo akasaka",the b tokyo akasaka,4.7,4.7,4.6,4.8,4.7,11597.0
3118,988187,"the b 东京 六本木酒店
the b tokyo roppongi",the b tokyo roppongi,4.7,4.6,4.4,4.4,4.5,12978.0
3119,988200,"the b 东京 八王子酒店
the b tokyo hachioji",the b tokyo hachioji,4.3,4.4,4.0,4.3,4.3,8795.0
3120,988453,"京都皇家水疗酒店
Kyoto Royal Hotel & Spa",Kyoto Royal Hotel & Spa,4.8,4.6,4.4,4.7,4.6,8619.0
3121,992355,"京都塔酒店别馆
Kyoto Tower Hotel Annex",Kyoto Tower Hotel Annex,4.7,4.5,4.1,4.5,4.5,6893.0
3122,992361,"冲绳那霸歌町大和ROYNET酒店
Daiwa Roynet Hotel Naha-Omoromachi Okinawa",Daiwa Roynet Hotel Naha-Omoromachi Okinawa,4.8,4.7,4.6,4.7,4.7,8591.0
3123,992394,"大阪心斋桥舒适酒店
Comfort Hotel Osaka Shinsaibashi",Comfort Hotel Osaka Shinsaibashi,4.7,4.7,4.5,4.7,4.6,15718.0
3125,992438,"大阪天然温泉都市超级酒店
Super Hotel City Osaka Natural Hot Springs",Super Hotel City Osaka Natural Hot Springs,4.5,4.8,4.6,4.7,4.6,9539.0
3126,992449,"大阪凯悦酒店
Hyatt Regency Osaka",Hyatt Regency Osaka,4.1,4.6,4.3,4.6,4.4,14328.0
3127,992466,"大阪瑞吉酒店
The St. Regis Hotel Osaka",The St. Regis Hotel Osaka,4.9,4.9,4.8,4.9,4.9,53412.0
3128,992472,"大阪新阪急酒店
New Hankyu Hotel Osaka",New Hankyu Hotel Osaka,4.8,4.6,4.3,4.6,4.6,20363.0
3129,992479,"东急新大阪江坂商务酒店
Shin-Osaka Esaka Tokyu Rei Hotel",Shin-Osaka Esaka Tokyu Rei Hotel,4.6,4.6,4.4,4.6,4.5,9488.0
3130,992484,"大阪难波日本桥超级酒店
Osaka Namba Nipponbashi Super Hotel",Osaka Namba Nipponbashi Super Hotel,4.8,4.8,4.5,4.7,4.7,9650.0
3131,993265,"大阪城市道酒店
Cityroute Hotel Osaka",Cityroute Hotel Osaka,4.3,4.5,4.3,4.6,4.4,9901.0
3132,993279,"大阪天王寺都酒店
Tennoji Miyako Hotel Osaka",Tennoji Miyako Hotel Osaka,4.8,4.7,4.6,4.8,4.7,10666.0
3133,993310,"大阪格兰帕斯酒店
Grampus Inn Osaka",Grampus Inn Osaka,4.6,4.2,3.8,4.2,4.2,10000.0
3134,993317,"大阪京阪环球塔楼酒店
Hotel Keihan Universal Tower Osaka",Hotel Keihan Universal Tower Osaka,4.8,4.7,4.6,4.8,4.7,17417.0
3135,993335,"大阪京阪环球影城酒店
Hotel Keihan Universal City Osaka",Hotel Keihan Universal City Osaka,4.8,4.6,4.5,4.7,4.7,19810.0
3136,993343,"大手前我的住宿酒店
HOTEL MYSTAYS Otemae",HOTEL MYSTAYS Otemae,4.6,4.4,4.4,4.6,4.5,8513.0
3137,993350,"堺筋本町我的住宿酒店
HOTEL MYSTAYS Sakaisuji Honmachi",HOTEL MYSTAYS Sakaisuji Honmachi,4.3,4.5,4.4,4.6,4.5,8985.0
3138,993356,"大阪难波东方酒店
Namba Oriental Hotel Osaka",Namba Oriental Hotel Osaka,4.8,4.7,4.6,4.8,4.7,15758.0
3139,993365,"北海道札幌京王广场饭店
Keio Plaza Hotel Sapporo Hokkaido",Keio Plaza Hotel Sapporo Hokkaido,4.7,4.7,4.6,4.7,4.7,15684.0
3140,993375,"北海道札幌格兰大酒店
Sapporo Grand Hotel",Sapporo Grand Hotel,4.8,4.7,4.5,4.7,4.7,12375.0
3141,993388,"札幌公园酒店
Sapporo Park Hotel",Sapporo Park Hotel,4.8,4.7,4.5,4.8,4.7,20428.0
3142,993393,"札幌东急商务酒店
Tokyu Rei Hotel Sapporo",Tokyu Rei Hotel Sapporo,4.7,4.2,4.1,4.5,4.4,8892.0
3143,993398,"札幌东急卓越大酒店
Excel Hotel Tokyu Sapporo",Excel Hotel Tokyu Sapporo,4.4,4.6,4.5,4.6,4.5,12707.0
3144,993399,"格拉斯丽札幌酒店
Hotel Gracery Sapporo",Hotel Gracery Sapporo,4.9,4.6,4.5,4.7,4.7,13462.0
3145,993403,"札幌定山溪万世阁酒店
Jozankei Manseikaku Hotel Milione Sapporo",Jozankei Manseikaku Hotel Milione Sapporo,4.6,4.4,4.3,4.4,4.4,20563.0
3146,993405,"京阪札幌酒店
Hotel Keihan Sapporo",Hotel Keihan Sapporo,4.6,4.4,4.1,4.6,4.4,8400.0
3147,993409,"札幌定山溪格兰酒店瑞苑
Jozankei Grand Hotel Zuien Sapporo",Jozankei Grand Hotel Zuien Sapporo,4.1,4.2,4.2,4.3,4.2,16528.0
3148,993416,"札幌王子酒店
Prince Hotel Sapporo",Prince Hotel Sapporo,4.4,4.5,4.4,4.6,4.5,11153.0
3149,993419,"北海道洞爷湖万世阁酒店
Manseikaku Hotel Lakeside Toyako Hokkaido",Manseikaku Hotel Lakeside Toyako Hokkaido,4.7,4.5,4.1,4.4,4.4,19800.0
3150,993429,"北海道登别万世阁酒店
Noboribetsu Manseikaku Hotel Hokkaido",Noboribetsu Manseikaku Hotel Hokkaido,4.7,4.5,4.3,4.6,4.5,
3151,993431,"北海道旭川贝尔蒙特旭岳温泉酒店
Asahidake Onsen Hotel Bear Monte Asahikawa Hokkaido",Asahidake Onsen Hotel Bear Monte Asahikawa Hokkaido,4.5,4.4,4.4,4.3,4.4,16468.0
3152,993436,"北海道二世古塔度假村
One Niseko Resort Towers Hokkaido",One Niseko Resort Towers Hokkaido,4.1,4.6,4.5,4.6,4.4,60672.0
3153,993442,"小樽君乐酒店
Grand Park Otaru",Grand Park Otaru,4.7,4.7,4.6,4.8,4.7,75423.0
3154,993448,"北海道小樽武藏亭酒店
Otaru Hotel Musashitei",Otaru Hotel Musashitei,4.0,4.4,4.4,4.6,4.3,19452.0
3155,993449,"小樽旅亭-藏群
Kuramure Ryokan Otaru",Kuramure Ryokan Otaru,4.4,4.5,4.5,4.5,4.5,62417.0
3156,993455,"冲绳格兰美尔度假酒店
Okinawa Grand Mer Resort",Okinawa Grand Mer Resort,4.0,4.6,4.4,4.5,4.4,15156.0
3157,993460,"冲绳岛富着卡福度假酒店公寓
Kafuu Resort Fuchaku Condo Hotel Okinawa",Kafuu Resort Fuchaku Condo Hotel Okinawa,4.5,4.7,4.7,4.8,4.7,40165.0
3158,993462,"名古屋灿路广场酒店
Hotel Sunroute Plaza Nagoya",Hotel Sunroute Plaza Nagoya,4.6,4.5,4.3,4.5,4.5,9926.0
3159,993464,"东急成田卓越大酒店
Narita Excel Hotel Tokyu",Narita Excel Hotel Tokyu,4.4,4.5,4.3,4.5,4.4,5585.0
