RID,Ctrip_HotelID,HotelName,EnglishHotelName,HotelScore,LocationScore,tripadvisor_hotel_id,ServicesScore,FacilitiesScore,HealthScore,HotelPrice,hotel_name,hotel_url,hotel_rating,city_id,postal_code,prefecture,locality,street,ext_address,address,price_lower,price_upper,rooms
2230,705519,"宫岛诚酒店
Miyajima Hotel Makoto",Miyajima Hotel Makoto,4.2,4.3,11758,4.3,4.3,4.2,22011.0,Miyajima Hotel Makoto,https://www.tripadvisor.com/Hotel_Review-g1022438-d1075651-Reviews-Miyajima_Hotel_Makoto-Hatsukaichi_Hiroshima_Prefecture_Chugoku.html,4.0,173,739-0518,広島県,廿日市市,宮島町755,,〒739-0518 広島県廿日市市宮島町755,18693,50481,54
2232,705521,"川端冷泉阁酒店
Reisenkaku Hotel Kawabata",Reisenkaku Hotel Kawabata,4.8,4.6,3261,4.4,4.6,4.6,14750.0,Reisenkaku Hotel Kawabata,https://www.tripadvisor.com/Hotel_Review-g298207-d1053960-Reviews-Reisenkaku_Hotel_Kawabata-Fukuoka_Fukuoka_Prefecture_Kyushu_Okinawa.html,3.5,17,812-0026,福岡県,福岡市,博多区上川端町8-21,,〒812-0026 福岡県福岡市博多区上川端町8-21,5504,13871,129
2236,705525,"德岛华盛顿酒店
Tokushima Washington Hotel Plaza",Tokushima Washington Hotel Plaza,3.5,3.5,10764,3.4,3.5,3.5,5200.0,Tokushima Washington Hotel Plaza,https://www.tripadvisor.com/Hotel_Review-g298236-d1047908-Reviews-Tokushima_Washington_Hotel_Plaza-Tokushima_Tokushima_Prefecture_Shikoku.html,3.5,145,770-0923,徳島県,徳島市,大道1-61-1,,〒770-0923 徳島県徳島市大道1-61-1,6380,12760,196
2251,705543,"高松皇家花园酒店
Royal Park Hotel Takamatsu",Royal Park Hotel Takamatsu,3.3,3.5,7954,3.3,3.5,3.4,12392.0,Royal Park Hotel Takamatsu,https://www.tripadvisor.com/Hotel_Review-g298232-d1083535-Reviews-Royal_Park_Hotel_Takamatsu-Takamatsu_Kagawa_Prefecture_Shikoku.html,4.0,79,760-0052,香川県,高松市,瓦町1丁目3-11,,〒760-0052 香川県高松市瓦町1丁目3-11,10519,31446,73
2253,705545,"西鉄Inn酒店-福冈
Nishitetsu Inn Fukuoka",Nishitetsu Inn Fukuoka,4.8,4.7,3205,4.1,4.6,4.5,9486.0,Nishitetsu Inn Fukuoka,https://www.tripadvisor.com/Hotel_Review-g298207-d1088782-Reviews-Nishitetsu_Inn_Fukuoka-Fukuoka_Fukuoka_Prefecture_Kyushu_Okinawa.html,4.0,17,810-0001,福岡県,福岡市中央区,中央区天神1-16-1,,〒810-0001 福岡県福岡市中央区中央区天神1-16-1,8366,23338,269
2256,705548,"高松大和ROYNET酒店
Daiwa Roynet Hotel Takamatsu",Daiwa Roynet Hotel Takamatsu,4.9,4.7,7956,4.5,4.8,4.7,10264.0,Daiwa Roynet Hotel Takamatsu,https://www.tripadvisor.com/Hotel_Review-g298232-d2653490-Reviews-Daiwa_Roynet_Hotel_Takamatsu-Takamatsu_Kagawa_Prefecture_Shikoku.html,4.0,79,760-0029,香川県,高松市,丸亀町8-23,,〒760-0029 香川県高松市丸亀町8-23,6826,18688,175
2266,705559,"鹿儿岛美景酒店
Hotel Welview Kagoshima",Hotel Welview Kagoshima,4.2,4.1,7790,4.0,4.1,4.1,11113.0,Hotel Welview Kagoshima,https://www.tripadvisor.com/Hotel_Review-g298211-d1061769-Reviews-Hotel_Welview_Kagoshima-Kagoshima_Kagoshima_Prefecture_Kyushu_Okinawa.html,4.0,76,890-0062,鹿児島県,鹿児島市,与次郎2-4-25,,〒890-0062 鹿児島県鹿児島市与次郎2-4-25,5374,24966,52
2268,705561,"冲绳坎帕纳船舶酒店
Vessel Hotel Campana Okinawa",Vessel Hotel Campana Okinawa,4.8,4.8,13954,4.8,4.9,4.8,20529.0,Vessel Hotel Campana Okinawa,https://www.tripadvisor.com/Hotel_Review-g1025634-d2528881-Reviews-Vessel_Hotel_Campana_Okinawa-Chatan_cho_Nakagami_gun_Okinawa_Prefecture_Kyushu_Okinaw.html,4.5,265,904-0115,沖縄県,中頭郡北谷町,美浜9-22,,〒904-0115 沖縄県中頭郡北谷町美浜9-22,13758,46421,324
2270,705563,"屋久岛町三卡拉温泉酒店
Sankara Hotel & Spa Yakushima",Sankara Hotel & Spa Yakushima,4.7,4.9,6264,4.6,4.9,4.8,65125.0,Sankara Hotel & Spa Yakushima,https://www.tripadvisor.com/Hotel_Review-g1121600-d1604431-Reviews-Sankara_Hotel_Spa_Yakushima-Kumage_gun_Yakushima_cho_Yakushima_Kagoshima_Prefecture_K.html,5.0,49,891-4402,鹿児島県,熊毛郡屋久島町,麦生字萩野上553,,〒891-4402 鹿児島県熊毛郡屋久島町麦生字萩野上553,65719,173869,29
2292,705592,"长崎猎户座酒店
Nagasaki Orion Hotel",Nagasaki Orion Hotel,4.4,4.4,7924,4.2,4.4,4.4,4744.0,Nagasaki Orion Hotel,https://www.tripadvisor.com/Hotel_Review-g298568-d562108-Reviews-Nagasaki_Orion_Hotel-Nagasaki_Nagasaki_Prefecture_Kyushu_Okinawa.html,3.5,78,850-0057,長崎県,長崎市,大黒町4-11,,〒850-0057 長崎県長崎市大黒町4-11,5707,10631,53
2299,705602,"鹤屋旅馆
Tsuruya Ryokan",Tsuruya Ryokan,4.5,4.5,12005,4.3,4.0,4.3,10248.0,Tsuruya Ryokan,https://www.tripadvisor.com/Hotel_Review-g1021282-d13281890-Reviews-Tsuruya_Ryokan-Sagamihara_Kanagawa_Prefecture_Kanto.html,-1.0,180,252-0162,神奈川県,相模原市,青根1393,,〒252-0162 神奈川県相模原市緑区青根1393,,,JapanKantoKanagawa PrefectureSagamihara
2304,705609,"长野知豪大酒店
Chisun Grand Nagano",Chisun Grand Nagano,4.4,4.3,5959,4.4,4.4,4.4,7445.0,Chisun Grand Nagano,https://www.tripadvisor.com/Hotel_Review-g298565-d306460-Reviews-Chisun_Grand_Nagano-Nagano_Nagano_Prefecture_Chubu.html,4.0,45,380-0823,長野県,長野市,南千歳2-17-1,,〒380-0823 長野県長野市南千歳2-17-1,6158,16458,136
2308,705619,"高松多米酒店
Hotel Dormy Inn Takamatsu",Hotel Dormy Inn Takamatsu,4.9,4.8,7955,4.6,4.8,4.8,9390.0,Hotel Dormy Inn Takamatsu,https://www.tripadvisor.com/Hotel_Review-g298232-d1083527-Reviews-Hotel_Dormy_Inn_Takamatsu-Takamatsu_Kagawa_Prefecture_Shikoku.html,4.0,79,760-0052,香川県,高松市,瓦町1-10-10,,〒760-0052 香川県高松市瓦町1-10-10,5931,22046,151
2314,705632,"白马村贡多拉酒店
Hakuba Gondola Hotel",Hakuba Gondola Hotel,3.6,3.6,1653,3.6,3.6,3.6,12740.0,Hakuba Gondola Hotel,https://www.tripadvisor.com/Hotel_Review-g1120615-d3782826-Reviews-Hakuba_Gondola_Hotel-Hakuba_mura_Kitaazumi_gun_Nagano_Prefecture_Chubu.html,3.0,4,399-9301,長野県,北安曇郡白馬村,北城4631-4,旧　モンシャトル北城,〒399-9301 長野県北安曇郡白馬村北城4631-4旧　モンシャトル北城,,,95
2316,705635,"有本宫岛大酒店
Miyajima Grand Hotel Arimoto",Miyajima Grand Hotel Arimoto,4.4,4.4,11764,4.4,4.4,4.4,39557.0,Miyajima Grand Hotel Arimoto,https://www.tripadvisor.com/Hotel_Review-g1022438-d669869-Reviews-Miyajima_Grand_Hotel_Arimoto-Hatsukaichi_Hiroshima_Prefecture_Chugoku.html,4.5,173,739-0522,広島県,廿日市市,宮島町南町364,,〒739-0522 広島県廿日市市宮島町南町364,31901,88986,55
2319,705640,"白马皇家酒店
Hakuba Royal Hotel",Hakuba Royal Hotel,3.8,3.8,1602,3.8,3.9,3.8,11590.0,Hakuba Royal Hotel,https://www.tripadvisor.com/Hotel_Review-g1120615-d1127347-Reviews-Hakuba_Royal_Hotel-Hakuba_mura_Kitaazumi_gun_Nagano_Prefecture_Chubu.html,3.5,4,399-9301,長野県,北安曇郡白馬村,北城2310,,〒399-9301 長野県北安曇郡白馬村北城2310,10328,44864,59
2331,705656,"古欧莱酒店长崎站前
Hotel Cuore Nagasaki Ekimae",Hotel Cuore Nagasaki Ekimae,4.7,4.1,7889,3.8,4.3,4.2,6263.0,Hotel Cuore Nagasaki Ekimae,https://www.tripadvisor.com/Hotel_Review-g298568-d1088396-Reviews-Hotel_Cuore_Nagasaki_Ekimae-Nagasaki_Nagasaki_Prefecture_Kyushu_Okinawa.html,4.0,78,850-0057,長崎県,長崎市,大黒町7番3号,,〒850-0057 長崎県長崎市大黒町7番3号,6717,10636,161
2336,705664,"广岛KKR饭店
KKR Hotel Hiroshima",KKR Hotel Hiroshima,4.1,4.1,4957,4.1,4.1,4.1,9512.0,KKR Hotel Hiroshima,https://www.tripadvisor.com/Hotel_Review-g298561-d1133393-Reviews-KKR_Hotel_Hiroshima-Hiroshima_Hiroshima_Prefecture_Chugoku.html,3.5,34,,,,,,,,,
2342,705673,"广岛国际酒店
Hiroshima Kokusai Hotel",Hiroshima Kokusai Hotel,4.1,4.0,4956,3.8,3.8,3.9,5875.0,Hiroshima Kokusai Hotel,https://www.tripadvisor.com/Hotel_Review-g298561-d557963-Reviews-Hiroshima_Kokusai_Hotel-Hiroshima_Hiroshima_Prefecture_Chugoku.html,3.5,34,730-0032,広島県,広島市中区,立町3-13,,〒730-0032 広島県広島市中区立町3-13,5486,17129,74
2353,705686,"藤田赛久酒店
Sejour Fujita",Sejour Fujita,4.4,4.4,4960,4.2,4.5,4.4,6162.0,Sejour Fujita,https://www.tripadvisor.com/Hotel_Review-g298561-d1133347-Reviews-Sejour_Fujita-Hiroshima_Hiroshima_Prefecture_Chugoku.html,4.0,34,730-0841,広島県,広島市,中区舟入町1-10,,〒730-0841 広島県広島市中区舟入町1-10,5262,15226,33
2366,705708,"伊川旅馆
Ikawa Ryokan",Ikawa Ryokan,4.2,4.0,4978,3.7,4.0,4.0,5390.0,Ikawa Ryokan,https://www.tripadvisor.com/Hotel_Review-g298561-d304222-Reviews-Ikawa_Ryokan-Hiroshima_Hiroshima_Prefecture_Chugoku.html,3.0,34,730-0854,広島県,広島市中区,中区土橋町5-11,,〒730-0854 広島県広島市中区中区土橋町5-11,6717,14330,28
2370,705713,"佐世保中央酒店
Central Hotel Sasebo",Central Hotel Sasebo,4.3,4.3,10499,4.3,4.3,4.3,4845.0,Central Hotel Sasebo,https://www.tripadvisor.com/Hotel_Review-g298217-d1086023-Reviews-Central_Hotel_Sasebo-Sasebo_Nagasaki_Prefecture_Kyushu_Okinawa.html,4.0,139,857-0872,長崎県,佐世保市,上京町3-2,,〒857-0872 長崎県佐世保市上京町3-2,4813,12760,166
2377,705723,"冈山方舟酒店
Ark Hotel Okayama",Ark Hotel Okayama,3.8,3.6,8805,3.7,3.7,3.7,9589.0,Ark Hotel Okayama,https://www.tripadvisor.com/Hotel_Review-g298134-d323956-Reviews-Ark_Hotel_Okayama-Okayama_Okayama_Prefecture_Chugoku.html,3.5,94,700-0907,岡山県,岡山市,北区下石井2-6-1,,〒700-0907 岡山県岡山市北区下石井2-6-1,6714,16898,181
2381,705728,"冈山中心酒店
Central Hotel Okayama",Central Hotel Okayama,4.2,4.2,8802,4.2,4.2,4.2,5638.0,Central Hotel Okayama,https://www.tripadvisor.com/Hotel_Review-g298134-d1082721-Reviews-Central_Hotel_Okayama-Okayama_Okayama_Prefecture_Chugoku.html,4.0,94,700-0825,岡山県,岡山市,田町1-10-28,,〒700-0825 岡山県岡山市北区田町1-10-28,5372,11638,85
2385,705732,"冈山园景酒店
Okayama View Hotel",Okayama View Hotel,4.3,4.3,8811,4.0,4.3,4.2,5537.0,Okayama View Hotel,https://www.tripadvisor.com/Hotel_Review-g298134-d1082699-Reviews-Okayama_View_Hotel-Okayama_Okayama_Prefecture_Chugoku.html,4.0,94,700-0821,岡山県,岡山市,北区中山下1-11-17,,〒700-0821 岡山県岡山市北区中山下1-11-17,6155,14996,97
2394,705745,"长野精选酒店
Hotel Select Inn Nagano",Hotel Select Inn Nagano,3.8,3.9,5989,3.7,3.7,3.8,5105.0,Hotel Select Inn Nagano,https://www.tripadvisor.com/Hotel_Review-g298565-d1099137-Reviews-Hotel_Select_Inn_Nagano-Nagano_Nagano_Prefecture_Chubu.html,3.0,45,380-0822,長野県,長野市,南千歳町965,,〒380-0822 長野県長野市南千歳町965,5486,17129,74
2397,705748,"长崎萨姆松酒店
Samson Hotel",Samson Hotel,3.7,3.7,13688,3.7,3.7,3.7,20850.0,Samson Hotel,https://www.tripadvisor.com/Hotel_Review-g1022851-d1883218-Reviews-Samson_Hotel-Hirado_Nagasaki_Prefecture_Kyushu_Okinawa.html,3.5,252,859-4826,長崎県,平戸市,田平町野田免210-6,,〒859-4826 長崎県平戸市田平町野田免210-6,18904,30649,28
2427,705793,"鸟取华盛顿酒店
Tottori Washington Hotel Plaza",Tottori Washington Hotel Plaza,4.4,4.3,11193,4.0,4.3,4.2,7832.0,Tottori Washington Hotel Plaza,https://www.tripadvisor.com/Hotel_Review-g298138-d1072622-Reviews-Tottori_Washington_Hotel_Plaza-Tottori_Tottori_Prefecture_Chugoku.html,3.5,155,680-0835,鳥取県,鳥取市,東品治町102,,〒680-0835 鳥取県鳥取市東品治町102,6268,16342,163
2455,705825,"函馆之网酒店
Hotel Nets Hakodate",Hotel Nets Hakodate,4.3,4.6,6569,4.2,4.9,4.5,8781.0,Hotel Nets Hakodate,https://www.tripadvisor.com/Hotel_Review-g298151-d1091377-Reviews-Hotel_Nets_Hakodate-Hakodate_Hokkaido.html,4.0,57,040-0011,北海道,函館市,本町26-17,,〒040-0011 北海道函館市本町26-17,5934,22615,202
2463,705834,"花菱酒店
Hanabishi Hotel",Hanabishi Hotel,4.5,4.5,5312,4.4,4.7,4.5,22133.0,Hanabishi Hotel,https://www.tripadvisor.com/Hotel_Review-g298219-d1083121-Reviews-Hanabishi_Hotel-Beppu_Oita_Prefecture_Kyushu_Okinawa.html,3.5,38,874-0920,大分県,別府市,北浜2-14-29,,〒874-0920 大分県別府市北浜2-14-29,,,131
2489,705871,"胜别姬路城堡酒店
Himeji Castle Grandvrio Hotel",Himeji Castle Grandvrio Hotel,4.0,4.0,12754,4.0,4.0,4.0,9471.0,Himeji Castle Grandvrio Hotel,https://www.tripadvisor.com/Hotel_Review-g298191-d304195-Reviews-Himeji_Castle_Grandvrio_Hotel-Himeji_Hyogo_Prefecture_Kinki.html,3.5,211,670-0940,兵庫県,姫路市,三左衛門堀西の町210,,〒670-0940 兵庫県姫路市三左衛門堀西の町210,4922,17562,261
2516,705903,"维科利西川口酒店
Weekly Nishikawaguchi",Weekly Nishikawaguchi,4.0,4.0,18287,4.0,3.9,4.0,4524.0,Weekly Nishikawaguchi,https://www.tripadvisor.com/Hotel_Review-g1021366-d2552452-Reviews-Weekly_Nishikawaguchi-Kawaguchi_Saitama_Prefecture_Kanto.html,3.5,564,332-0034,埼玉県,川口市,並木3-15-10,,〒332-0034 埼玉県川口市並木3-15-10,6144,11394,58
2519,705906,"日本神户三宫第一大酒店
Daiichi Grand Hotel Kobe Sannomiya",Daiichi Grand Hotel Kobe Sannomiya,4.1,4.2,6075,3.9,4.1,4.1,13896.0,Daiichi Grand Hotel Kobe Sannomiya,https://www.tripadvisor.com/Hotel_Review-g298562-d1115791-Reviews-Daiichi_Grand_Hotel_Kobe_Sannomiya-Kobe_Hyogo_Prefecture_Kinki.html,3.5,46,650-0004,兵庫県,神戸市中央区,中央区中山手通2-1-23,,〒650-0004 兵庫県神戸市中央区中央区中山手通2-1-23,5822,18473,108
2522,705909,"神户港塔酒店
Kobe Port Tower Hotel",Kobe Port Tower Hotel,4.4,4.4,6077,4.0,4.3,4.3,6854.0,Kobe Port Tower Hotel,https://www.tripadvisor.com/Hotel_Review-g298562-d1524387-Reviews-Kobe_Port_Tower_Hotel-Kobe_Hyogo_Prefecture_Kinki.html,3.5,46,650-0042,兵庫県,神戸市中央区,波止場町6-1,,〒650-0042 兵庫県神戸市中央区波止場町6-1,5934,52172,161
2544,705938,"明日香酒店
Hotel Asuka",Hotel Asuka,3.3,3.5,9707,3.3,3.5,3.4,15800.0,Hotel Asuka,https://www.tripadvisor.com/Hotel_Review-g1015933-d2574094-Reviews-Hotel_Asuka-Nagaoka_Niigata_Prefecture_Chubu.html,4.5,115,940-2501,新潟県,長岡市,寺泊野積107,,〒940-2501 新潟県長岡市寺泊野積107,,,
2554,705950,"富谷町旅馆
Tomiya Ryokan",Tomiya Ryokan,3.8,3.6,20843,3.8,3.5,3.7,,Tomiya Ryokan,https://www.tripadvisor.com/Hotel_Review-g1022821-d13347530-Reviews-Tomiya_Ryokan-Aioi_Hyogo_Prefecture_Kinki.html,-1.0,1013,678-0031,兵庫県,相生市,旭1-16-13,,〒678-0031 兵庫県相生市旭1-16-13,,,JapanKinkiHyogo PrefectureAioi
2562,705961,"小樽Vibrant酒店
Hotel Vibrant Otaru",Hotel Vibrant Otaru,4.5,4.0,12879,3.8,4.3,4.1,9703.0,Hotel Vibrant Otaru,https://www.tripadvisor.com/Hotel_Review-g298153-d1091365-Reviews-Hotel_Vibrant_Otaru-Otaru_Hokkaido.html,3.5,215,,,,,,,,,
2565,705964,"富良野自然酒店
Furano Natulux Hotel",Furano Natulux Hotel,4.6,4.6,10127,4.4,4.6,4.5,17907.0,Furano Natulux Hotel,https://www.tripadvisor.com/Hotel_Review-g674811-d1052380-Reviews-Furano_Natulux_Hotel-Furano_Hokkaido.html,4.5,128,076-0026,北海道,富良野市,朝日町1-35,,〒076-0026 北海道富良野市朝日町1-35,8843,30669,72
2571,705974,"富良野自然森林酒店
Hotel Naturwald Furano",Hotel Naturwald Furano,4.4,4.6,10128,4.4,4.6,4.5,13962.0,Hotel Naturwald Furano,https://www.tripadvisor.com/Hotel_Review-g674811-d1079611-Reviews-Hotel_Naturwald_Furano-Furano_Hokkaido.html,4.0,128,076-0034,北海道,富良野市,北の峰町14-46,,〒076-0034 北海道富良野市北の峰町14-46,9962,34363,81
2576,705980,"定山溪 鹤雅休闲渡假温泉 森之謌
Jozankei Tsuruga Resort Spa Mori No Uta",Jozankei Tsuruga Resort Spa Mori No Uta,4.6,4.8,3754,4.8,4.8,4.8,22640.0,Jozankei Tsuruga Resort Spa Mori No Uta,https://www.tripadvisor.com/Hotel_Review-g298560-d1857431-Reviews-Jozankei_Tsuruga_Resort_Spa_Mori_No_Uta-Sapporo_Hokkaido.html,4.5,21,061-2302,北海道,札幌市南区,定山渓温泉東3-192,,〒061-2302 北海道札幌市南区定山渓温泉東3-192,32587,77268,54
2598,706006,"札幌弗莱姆酒店
Frame Hotel Sapporo",Frame Hotel Sapporo,4.5,4.3,3714,3.5,4.2,4.1,5547.0,Frame Hotel Sapporo,https://www.tripadvisor.com/Hotel_Review-g298560-d2209161-Reviews-Frame_Hotel_Sapporo-Sapporo_Hokkaido.html,4.0,21,064-0805,北海道,札幌市中央区,南5条西7-8-1,,〒064-0805 北海道札幌市中央区南5条西7-8-1,3471,17917,58
2604,706012,"弘扬函馆酒店
Hotel Promote Hakodate",Hotel Promote Hakodate,4.6,4.4,6611,3.8,4.6,4.3,9235.0,Hotel Promote Hakodate,https://www.tripadvisor.com/Hotel_Review-g298151-d3653254-Reviews-Hotel_Promote_Hakodate-Hakodate_Hokkaido.html,4.0,57,040-0035,北海道,函館市,松風町16-18,,〒040-0035 北海道函館市松風町16-18,3918,11979,98
2621,706036,"京都西站酒店
Hotel Station Kyoto West",Hotel Station Kyoto West,4.9,4.6,963,4.4,4.6,4.6,7901.0,Hotel Station Kyoto West,https://www.tripadvisor.com/Hotel_Review-g298564-d1079648-Reviews-Hotel_Station_Kyoto_West-Kyoto_Kyoto_Prefecture_Kinki.html,3.5,2,600-8211,京都府,京都市,下京区真苧屋町200,,〒600-8211 京都府京都市下京区真苧屋町200,4886,19767,56
2640,706072,"洞爷湖景乃之风度假酒店
The Lake View Toya Nonokaze Resort",The Lake View Toya Nonokaze Resort,4.9,4.8,16211,4.8,4.9,4.8,32400.0,The Lake View Toya Nonokaze Resort,https://www.tripadvisor.com/Hotel_Review-g670061-d3523594-Reviews-The_Lake_View_Toya_Nonokaze_Resort-Toyako_cho_Abuta_gun_Hokkaido.html,4.5,393,049-5721,北海道,虻田郡洞爺湖町,洞爺湖温泉29-1,,〒049-5721 北海道虻田郡洞爺湖町洞爺湖温泉29-1,29937,73950,166
2650,706089,"京都第一酒店
Kyoto Daiichi Hotel",Kyoto Daiichi Hotel,4.6,4.7,1000,4.3,4.7,4.6,4220.0,Kyoto Daiichi Hotel,https://www.tripadvisor.com/Hotel_Review-g298564-d736748-Reviews-Kyoto_Daiichi_Hotel-Kyoto_Kyoto_Prefecture_Kinki.html,3.5,2,601-8047,京都府,京都市,南区東九条下殿田町45,,〒601-8047 京都府京都市南区東九条下殿田町45,6441,24209,165
2653,706094,"京都四条乌丸大和ROYNET酒店
Daiwa Roynet Hotel Kyoto Shijo Karasuma",Daiwa Roynet Hotel Kyoto Shijo Karasuma,4.7,4.7,861,4.7,4.8,4.7,8897.0,Daiwa Roynet Hotel Kyoto Shijo Karasuma,https://www.tripadvisor.com/Hotel_Review-g298564-d2530193-Reviews-Daiwa_Roynet_Hotel_Kyoto_Shijo_Karasuma-Kyoto_Kyoto_Prefecture_Kinki.html,4.5,2,600-8413,京都府,京都市,下京区烏丸通仏光寺下ル大政所町678,,〒600-8413 京都府京都市下京区烏丸通仏光寺下ル大政所町678,7218,27873,240
2670,706114,"京都亚克酒店
Ark Hotel Kyoto",Ark Hotel Kyoto,4.5,4.2,951,4.1,4.3,4.3,5098.0,Ark Hotel Kyoto,https://www.tripadvisor.com/Hotel_Review-g298564-d558346-Reviews-Ark_Hotel_Kyoto-Kyoto_Kyoto_Prefecture_Kinki.html,3.5,2,604-8811,京都府,京都市,中京区壬生賀陽御所町1,Omiya Nishi-iru Shijo St.,〒604-8811 京都府京都市中京区壬生賀陽御所町1Omiya Nishi-iru Shijo St.,5552,26319,160
2671,706115,"京都甘乐酒店
Hotel Kanra Kyoto",Hotel Kanra Kyoto,4.5,4.7,838,4.7,4.8,4.7,28808.0,Hotel Kanra Kyoto,https://www.tripadvisor.com/Hotel_Review-g298564-d1872361-Reviews-Hotel_Kanra_Kyoto-Kyoto_Kyoto_Prefecture_Kinki.html,4.5,2,600-8176,京都府,京都市,下京区烏丸通六条下る北町190,,〒600-8176 京都府京都市下京区烏丸通六条下る北町190,30316,119267,68
2672,706116,"京都威斯特高贵酒店
Hotel Vista Premio Kyoto",Hotel Vista Premio Kyoto,4.8,4.7,839,4.7,4.8,4.8,11142.0,Hotel Vista Premio Kyoto,https://www.tripadvisor.com/Hotel_Review-g298564-d2163994-Reviews-Hotel_Vista_Premio_Kyoto-Kyoto_Kyoto_Prefecture_Kinki.html,4.5,2,604-8034,京都府,京都市中京区,河原町通六角西入ル松ケ枝町457,,〒604-8034 京都府京都市中京区河原町通六角西入ル松ケ枝町457,8329,31982,84
2675,706120,"京都花园酒店
Kyoto Garden Hotel",Kyoto Garden Hotel,4.5,4.0,901,3.7,4.2,4.1,4744.0,Kyoto Garden Hotel,https://www.tripadvisor.com/Hotel_Review-g298564-d644766-Reviews-Kyoto_Garden_Hotel-Kyoto_Kyoto_Prefecture_Kinki.html,3.5,2,604-8175,京都府,京都市,中京区円福寺町351,,〒604-8175 京都府京都市中京区円福寺町351,4886,13992,129
2676,706122,"京都堀川旅馆
Kyoto Horikawa Inn",Kyoto Horikawa Inn,4.8,4.3,1037,4.2,4.5,4.4,5942.0,Kyoto Horikawa Inn,https://www.tripadvisor.com/Hotel_Review-g298564-d1080220-Reviews-Kyoto_Horikawa_Inn-Kyoto_Kyoto_Prefecture_Kinki.html,3.5,2,604-8263,京都府,京都市中京区,中京区東堀川通三条上る,,〒604-8263 京都府京都市中京区中京区東堀川通三条上る,5664,11549,126
2694,706149,"京都四条微笑酒店
Smile Hotel Kyoto Shijo",Smile Hotel Kyoto Shijo,4.4,4.3,910,4.1,4.5,4.4,5643.0,Smile Hotel Kyoto Shijo,https://www.tripadvisor.com/Hotel_Review-g298564-d1071192-Reviews-Smile_Hotel_Kyoto_Shijo-Kyoto_Kyoto_Prefecture_Kinki.html,3.5,2,600-8494,京都府,京都市下京区,四条西洞院西入ル傘鉾町59-61,,〒600-8494 京都府京都市下京区四条西洞院西入ル傘鉾町59-61,4220,38423,138
2704,706160,"大分帝王酒店
Oita Regal Hotel",Oita Regal Hotel,4.0,4.0,11054,3.9,3.9,3.9,6025.0,Oita Regal Hotel,https://www.tripadvisor.com/Hotel_Review-g298220-d1080078-Reviews-Oita_Regal_Hotel-Oita_Oita_Prefecture_Kyushu_Okinawa.html,3.5,152,870-0021,大分県,大分市,府内町1-1-29,,〒870-0021 大分県大分市府内町1-1-29,4589,10969,111
2710,706167,"京都四条苑酒店
Court Hotel Kyoto Shijo",Court Hotel Kyoto Shijo,4.5,4.4,972,4.2,4.3,4.3,3663.0,Court Hotel Kyoto Shijo,https://www.tripadvisor.com/Hotel_Review-g298564-d457033-Reviews-Court_Hotel_Kyoto_Shijo-Kyoto_Kyoto_Prefecture_Kinki.html,3.5,2,600-8472,京都府,京都市,下京区西洞院通四条下ル妙伝寺町698,,〒600-8472 京都府京都市下京区西洞院通四条下ル妙伝寺町698,3998,30872,108
2721,706181,"生态与科技东京酒店
Eco and Tec Kyoto",Eco and Tec Kyoto,4.2,4.2,896,4.1,4.1,4.1,5520.0,Eco and Tec Kyoto,https://www.tripadvisor.com/Hotel_Review-g298564-d1115224-Reviews-Eco_and_Tec_Kyoto-Kyoto_Kyoto_Prefecture_Kinki.html,4.5,2,605-0035,京都府,京都市,東山区栗田口三条坊町40,,〒605-0035 京都府京都市東山区栗田口三条坊町40,5330,13992,22
2732,706196,"横滨户冢索特图斯弗雷撒酒店
Sotetsu Fresa Inn Yokohama Totsuka",Sotetsu Fresa Inn Yokohama Totsuka,4.5,4.1,4834,4.3,4.5,4.3,9521.0,Sotetsu Fresa Inn Yokohama Totsuka,https://www.tripadvisor.com/Hotel_Review-g298173-d1869646-Reviews-Sotetsu_Fresa_Inn_Yokohama_Totsuka-Yokohama_Kanagawa_Prefecture_Kanto.html,4.0,33,244-0003,神奈川県,横浜市,戸塚区戸塚町16-8,,〒244-0003 神奈川県横浜市戸塚区戸塚町16-8,7165,15226,162
2737,706204,"东山阁酒店
Hotel Tozankaku",Hotel Tozankaku,4.7,4.8,868,4.3,4.6,4.6,7060.0,Hotel Tozankaku,https://www.tripadvisor.com/Hotel_Review-g298564-d1079654-Reviews-Hotel_Tozankaku-Kyoto_Kyoto_Prefecture_Kinki.html,3.5,2,605-0932,京都府,京都市,東山区妙法院前側町431,,〒605-0932 京都府京都市東山区妙法院前側町431,9217,43087,131
2756,706240,"富山曼藤酒店
Toyama Manten Hotel",Toyama Manten Hotel,4.4,4.6,8260,4.3,4.7,4.5,5655.0,Toyama Manten Hotel,https://www.tripadvisor.com/Hotel_Review-g298126-d1079626-Reviews-Toyama_Manten_Hotel-Toyama_Toyama_Prefecture_Chubu.html,4.0,84,930-0029,富山県,富山市,本町2-17,,〒930-0029 富山県富山市本町2-17,6826,16450,288
2801,706371,"美富士园酒店
Hotel Mifujien",Hotel Mifujien,4.5,4.1,2414,3.9,4.1,4.2,26624.0,Hotel Mifujien,https://www.tripadvisor.com/Hotel_Review-g1165976-d1169121-Reviews-Hotel_Mifujien-Fujikawaguchiko_machi_Minamitsuru_gun_Yamanashi_Prefecture_Chubu.html,3.0,9,401-0303,山梨県,南都留郡富士河口湖町,浅川207,,〒401-0303 山梨県南都留郡富士河口湖町浅川207,17990,47418,49
