RID,Ctrip_HotelID,HotelName,EnglishHotelName,HotelScore,HotelPrice,tripadvisor_hotel_id,hotel_name,hotel_url,hotel_rating,city_id,postal_code,prefecture,locality,street,ext_address,address,price_lower,price_upper,rooms
2040,704238,Hotel Maruki(Maruki酒店),Hotel Maruki,4.1,11880.0,3385,Hotel Maruki,https://www.tripadvisor.com/Hotel_Review-g298224-d1080164-Reviews-Hotel_Maruki-Naha_Okinawa_Prefecture_Kyushu_Okinawa.html,3.5,18,900-0015,沖縄県,那覇市,久茂地3-20-5,,〒900-0015 沖縄県那覇市久茂地3-20-5,5945,17503,72
2060,704261,Naha Grand Hotel(那霸大酒店),Naha Grand Hotel,4.3,14012.0,3437,Naha Grand Hotel,https://www.tripadvisor.com/Hotel_Review-g298224-d1092946-Reviews-Naha_Grand_Hotel-Naha_Okinawa_Prefecture_Kyushu_Okinawa.html,3.5,18,900-0014,沖縄県,那覇市,松尾1-5-7,,〒900-0014 沖縄県那覇市松尾1-5-7,5064,12880,125
2067,704271,Hotel Nanpuso(南风庄酒店),Hotel Nanpuso,4.5,27000.0,2144,Hotel Nanpuso,https://www.tripadvisor.com/Hotel_Review-g298171-d479518-Reviews-Hotel_Nanpuso-Hakone_machi_Ashigarashimo_gun_Kanagawa_Prefecture_Kanto.html,4.0,7,250-0312,神奈川県,足柄下郡箱根町,湯本茶屋179,,〒250-0312 神奈川県足柄下郡箱根町湯本茶屋179,21988,66519,108
2077,704287,Hotel Sun Palace Kyuyokan(球阳馆太阳皇宫酒店),Hotel Sun Palace Kyuyokan,4.4,,3398,Hotel Sun Palace Kyuyokan,https://www.tripadvisor.com/Hotel_Review-g298224-d1080212-Reviews-Hotel_Sun_Palace_Kyuyokan-Naha_Okinawa_Prefecture_Kyushu_Okinawa.html,4.0,18,900-0015,沖縄県,那覇市,久茂地2-5-1,,〒900-0015 沖縄県那覇市久茂地2-5-1,6715,19155,72
2093,704309,Hotel Taira(Taira酒店),Hotel Taira,3.6,6332.0,3445,Hotel Taira,https://www.tripadvisor.com/Hotel_Review-g298224-d1092883-Reviews-Hotel_Taira-Naha_Okinawa_Prefecture_Kyushu_Okinawa.html,3.5,18,900-0032,沖縄県,那覇市,松山1-14-13,,〒900-0032 沖縄県那覇市松山1-14-13,4073,10568,95
2094,704310,Toyoko Inn Yokohama Shinkoyasu Ekimae(东横INN 横滨新子安站前),Toyoko Inn Yokohama Shinkoyasu Ekimae,4.0,9504.0,4837,Toyoko Inn Yokohama Shinkoyasu Ekimae,https://www.tripadvisor.com/Hotel_Review-g298173-d1495512-Reviews-Toyoko_Inn_Yokohama_Shinkoyasu_Ekimae-Yokohama_Kanagawa_Prefecture_Kanto.html,3.5,33,221-0021,神奈川県,横浜市,神奈川区子安通2-240-32,,〒221-0021 神奈川県横浜市神奈川区子安通2-240-32,7389,10412,173
2098,704314,Toyoko Inn Hakata-guchi Ekimae(东横INN 博多口站前),Toyoko Inn Hakata-guchi Ekimae,4.2,,3310,Toyoko Inn Hakata-guchi Ekimae,https://www.tripadvisor.com/Hotel_Review-g298207-d1055657-Reviews-Toyoko_Inn_Hakata_guchi_Ekimae-Fukuoka_Fukuoka_Prefecture_Kyushu_Okinawa.html,4.0,17,812-0011,福岡県,福岡市博多区博多駅前,1-15-5,,〒812-0011 福岡県福岡市博多区博多駅前1-15-5,7376,13100,257
2124,704360,Daiwa Roynet Hotel Toyama(大和Roynet富山),Daiwa Roynet Hotel Toyama,4.4,8290.0,8263,Daiwa Roynet Hotel Toyama,https://www.tripadvisor.com/Hotel_Review-g298126-d1078569-Reviews-Daiwa_Roynet_Hotel_Toyama-Toyama_Toyama_Prefecture_Chubu.html,4.0,84,930-0028,富山県,富山市,荒町6-1,,〒930-0028 富山県富山市荒町6-1,7050,20591,227
2137,704384,Hotel Regina Kawaguchiko(河口湖雷吉娜酒店),Hotel Regina Kawaguchiko,4.5,15002.0,2429,Hotel Regina Kawaguchiko,https://www.tripadvisor.com/Hotel_Review-g1165976-d729719-Reviews-Hotel_Regina_Kawaguchiko-Fujikawaguchiko_machi_Minamitsuru_gun_Yamanashi_Prefecture_Ch.html,4.0,9,401-0301,山梨県,南都留郡富士河口湖町,船津5239-1,,〒401-0301 山梨県南都留郡富士河口湖町船津5239-1,14436,44864,68
2143,704398,Kawaguchiko Hotel(河口湖酒店),Kawaguchiko Hotel,4.2,9783.0,2410,Kawaguchiko Hotel,https://www.tripadvisor.com/Hotel_Review-g1165976-d1169206-Reviews-Kawaguchiko_Hotel-Fujikawaguchiko_machi_Minamitsuru_gun_Yamanashi_Prefecture_Chubu.html,3.0,9,401-0301,山梨県,南都留郡富士河口湖町,船津200,,〒401-0301 山梨県南都留郡富士河口湖町船津200,8749,45072,38
2144,704400,Aki Grand Hotel(安芸格兰德酒店),Aki Grand Hotel,4.0,13997.0,11759,Aki Grand Hotel,https://www.tripadvisor.com/Hotel_Review-g1022438-d1075646-Reviews-Aki_Grand_Hotel-Hatsukaichi_Hiroshima_Prefecture_Chugoku.html,3.5,173,739-0412,広島県,廿日市市,宮島口西1-1-17,,〒739-0412 広島県廿日市市宮島口西1-1-17,16342,46228,194
2147,704405,Toyoko Inn Hiroshima Heiwa Odori(东横INN 广岛平和大通),Toyoko Inn Hiroshima Heiwa Odori,4.1,7884.0,4944,Toyoko Inn Hiroshima Heiwa Odori,https://www.tripadvisor.com/Hotel_Review-g298561-d787912-Reviews-Toyoko_Inn_Hiroshima_Heiwa_Odori-Hiroshima_Hiroshima_Prefecture_Chugoku.html,3.5,34,730-0026,広島県,広島市,中区田中町5-15,,〒730-0026 広島県広島市中区田中町5-15,6605,9628,252
2160,704426,Hiroshima Intelligent Hotel Annex(广岛智慧酒店别馆),Hiroshima Intelligent Hotel Annex,3.9,7633.0,4962,Hiroshima Intelligent Hotel Annex,https://www.tripadvisor.com/Hotel_Review-g298561-d653350-Reviews-Hiroshima_Intelligent_Hotel_Annex-Hiroshima_Hiroshima_Prefecture_Chugoku.html,3.5,34,732-0827,広島県,広島市南区,南区稲荷町3番27号,,〒732-0827 広島県広島市南区南区稲荷町3番27号,5822,17801,225
2174,704447,Hotel Patina Ishigakijima(石垣岛帕提娜酒店),Hotel Patina Ishigakijima,4.2,16672.0,4160,Hotel Patina Ishigakijima,https://www.tripadvisor.com/Hotel_Review-g298223-d1087899-Reviews-Hotel_Patina_Ishigakijima-Ishigaki_Okinawa_Prefecture_Kyushu_Okinawa.html,4.5,24,907-0011,沖縄県,石垣市,八島町1-8-5,,〒907-0011 沖縄県石垣市八島町1-8-5,11086,20045,27
2201,704490,Toyoko Inn Tottori-eki Minami-guchi(鸟取站南口东横宾馆),Toyoko Inn Tottori-eki Minami-guchi,4.4,8424.0,11196,Toyoko Inn Tottori-eki Minami-guchi,https://www.tripadvisor.com/Hotel_Review-g298138-d1495503-Reviews-Toyoko_Inn_Tottori_eki_Minami_guchi-Tottori_Tottori_Prefecture_Chugoku.html,4.0,155,680-0845,鳥取県,鳥取市,富安2-153-3,,〒680-0845 鳥取県鳥取市富安2-153-3,7052,9290,100
2205,704496,Hotel New Otani Tottori(鸟取新大谷酒店),Hotel New Otani Tottori,4.1,11519.0,11198,Hotel New Otani Tottori,https://www.tripadvisor.com/Hotel_Review-g298138-d301318-Reviews-Hotel_New_Otani_Tottori-Tottori_Tottori_Prefecture_Chugoku.html,4.0,155,680-0822,鳥取県,鳥取市,今町2-153,,〒680-0822 鳥取県鳥取市今町2-153,7499,21043,137
2273,704596,Hotel Resol Nagoya(名古屋Resol酒店),Hotel Resol Nagoya,4.5,,3575,Hotel Resol Nagoya,https://www.tripadvisor.com/Hotel_Review-g298106-d320101-Reviews-Hotel_Resol_Nagoya-Nagoya_Aichi_Prefecture_Chubu.html,3.5,20,450-0002,愛知県,名古屋市中村区,名駅3-25-6,,〒450-0002 愛知県名古屋市中村区名駅3-25-6,7503,19933,101
2275,704599,Toyoko Inn Kyoto Gojo-Omiya(东横Inn京都五条大宫),Toyoko Inn Kyoto Gojo-Omiya,4.3,8424.0,1098,Toyoko Inn Kyoto Gojo-Omiya,https://www.tripadvisor.com/Hotel_Review-g298564-d1872360-Reviews-Toyoko_Inn_Kyoto_Gojo_Omiya-Kyoto_Kyoto_Prefecture_Kinki.html,3.5,2,600-8362,京都府,京都市下京区,大宮通五条下る2丁目西側中堂寺前町502-5,,〒600-8362 京都府京都市下京区大宮通五条下る2丁目西側中堂寺前町502-5,8329,17768,156
2300,704633,Toyoko Inn Atami Ekimae(东横INN 热海站前),Toyoko Inn Atami Ekimae,3.9,6588.0,5114,Toyoko Inn Atami Ekimae,https://www.tripadvisor.com/Hotel_Review-g298122-d1497067-Reviews-Toyoko_Inn_Atami_Ekimae-Atami_Shizuoka_Prefecture_Chubu.html,3.5,36,413-0005,静岡県,熱海市,春日町12-4,,〒413-0005 静岡県熱海市春日町12-4,7949,10524,38
2308,704643,Inatori Tokai Hotel Yuen(恩娜彤日东海大厦酒店),Inatori Tokai Hotel Yuen,4.3,32356.0,8026,Inatori Tokai Hotel Yuen,https://www.tripadvisor.com/Hotel_Review-g1121205-d1125037-Reviews-Inatori_Tokai_Hotel_Yuen-Higashiizu_cho_Kamo_gun_Shizuoka_Prefecture_Chubu.html,4.0,80,413-0411,静岡県,賀茂郡東伊豆町,稲取1599-1,,〒413-0411 静岡県賀茂郡東伊豆町稲取1599-1,17346,51365,42
2333,704671,Daiichi Fuji Hotel(第一富士酒店),Daiichi Fuji Hotel,4.3,8890.0,3610,Daiichi Fuji Hotel,https://www.tripadvisor.com/Hotel_Review-g298106-d628533-Reviews-Daiichi_Fuji_Hotel-Nagoya_Aichi_Prefecture_Chubu.html,3.5,20,453-0015,愛知県,名古屋市中村区,椿町13-17,,〒453-0015 愛知県名古屋市中村区椿町13-17,6495,15006,179
2364,704719,Hotel Hatsuhana(小田急酒店 初华),Hotel Hatsuhana,4.5,,2066,Hotel Hatsuhana,https://www.tripadvisor.com/Hotel_Review-g298171-d1132727-Reviews-Hotel_Hatsuhana-Hakone_machi_Ashigarashimo_gun_Kanagawa_Prefecture_Kanto.html,4.0,7,250-0313,神奈川県,足柄下郡箱根町,須雲川20-1,,〒250-0313 神奈川県足柄下郡箱根町須雲川20-1,33666,96678,47
2392,704776,Grand Park Hotel Panex Chiba(千叶大公园高级酒店),Grand Park Hotel Panex Chiba,3.3,7733.0,11572,Grand Park Hotel Panex Chiba,https://www.tripadvisor.com/Hotel_Review-g298158-d1078584-Reviews-Grand_Park_Hotel_Panex_Chiba-Chiba_Chiba_Prefecture_Kanto.html,3.5,167,264-0036,千葉県,千葉市,若葉区殿台町123-4,,〒264-0036 千葉県千葉市若葉区殿台町123-4,5485,11417,72
2403,704791,Aizuwakamatsu Washington Hotel(会津若松华盛顿酒店),Aizuwakamatsu Washington Hotel,5.0,6270.0,10997,Aizuwakamatsu Washington Hotel,https://www.tripadvisor.com/Hotel_Review-g780850-d1074121-Reviews-Aizuwakamatsu_Washington_Hotel-Aizuwakamatsu_Fukushima_Prefecture_Tohoku.html,3.5,151,965-0024,福島県,会津若松市,白虎町201,,〒965-0024 福島県会津若松市白虎町201,6268,16118,153
2408,704800,Hotel Ace Morioka(盛冈Ace酒店),Hotel Ace Morioka,4.0,8040.0,10808,Hotel Ace Morioka,https://www.tripadvisor.com/Hotel_Review-g298247-d628342-Reviews-Hotel_Ace_Morioka-Morioka_Iwate_Prefecture_Tohoku.html,4.0,146,020-0021,岩手県,盛岡市,中央通2-11-35,,〒020-0021 岩手県盛岡市中央通2-11-35,5932,10074,275
2413,704812,Hotel Green Selec(绿色精选酒店),Hotel Green Selec,4.0,5316.0,5860,Hotel Green Selec,https://www.tripadvisor.com/Hotel_Review-g298249-d1082690-Reviews-Hotel_Green_Selec-Sendai_Miyagi_Prefecture_Tohoku.html,3.5,43,980-0021,宮城県,仙台市青葉区,本町2-9-14,,〒980-0021 宮城県仙台市青葉区本町2-9-14,4814,17129,77
2445,704881,Toyoko Inn Kagoshima Chuo-eki Nishi-guchi(东横INN 鹿儿岛中央站西口),Toyoko Inn Kagoshima Chuo-eki Nishi-guchi,4.3,7344.0,7789,Toyoko Inn Kagoshima Chuo-eki Nishi-guchi,https://www.tripadvisor.com/Hotel_Review-g298211-d1862183-Reviews-Toyoko_Inn_Kagoshima_Chuo_eki_Nishi_guchi-Kagoshima_Kagoshima_Prefecture_Kyushu_Okinaw.html,4.0,76,890-0046,鹿児島県,鹿児島市,西田2-28-10,,〒890-0046 鹿児島県鹿児島市西田2-28-10,5488,8961,255
2455,704894,Daiwa Roynet Hotel Kyoto-Hachijoguchi(京都八条口大和Roynet酒店),Daiwa Roynet Hotel Kyoto-Hachijoguchi,4.7,8041.0,862,Daiwa Roynet Hotel Kyoto-Hachijoguchi,https://www.tripadvisor.com/Hotel_Review-g298564-d1872358-Reviews-Daiwa_Roynet_Hotel_Kyoto_Hachijoguchi-Kyoto_Kyoto_Prefecture_Kinki.html,4.5,2,601-8017,京都府,京都市南区,東九条北烏丸町9-2,,〒601-8017 京都府京都市南区東九条北烏丸町9-2,7218,24320,192
2457,704897,Toyoko Inn Kumamoto Kotsu Center Mae(东横INN酒店熊本交通中心),Toyoko Inn Kumamoto Kotsu Center Mae,3.8,7020.0,7474,Toyoko Inn Kumamoto Kotsu Center Mae,https://www.tripadvisor.com/Hotel_Review-g298213-d1123187-Reviews-Toyoko_Inn_Kumamoto_Kotsu_Center_Mae-Kumamoto_Kumamoto_Prefecture_Kyushu_Okinawa.html,4.0,71,860-0012,熊本県,熊本市,中央区紺屋今町1−24,,〒860-0012 熊本県熊本市中央区紺屋今町1−24,5710,8845,153
2462,704903,Toyoko Inn Kumamoto Ekimae(东横INN 熊本站前),Toyoko Inn Kumamoto Ekimae,4.5,7560.0,7456,Toyoko Inn Kumamoto Ekimae,https://www.tripadvisor.com/Hotel_Review-g298213-d1106840-Reviews-Toyoko_Inn_Kumamoto_Ekimae-Kumamoto_Kumamoto_Prefecture_Kyushu_Okinawa.html,4.0,71,860-0047,熊本県,熊本市,春日2-8-10,,〒860-0047 熊本県熊本市西区春日2-8-10,5936,11089,332
2468,704912,Hotel Centnovum Kyoto(京都森特诺姆酒店),Hotel Centnovum Kyoto,4.5,9204.0,922,Hotel Centnovum Kyoto,https://www.tripadvisor.com/Hotel_Review-g298564-d590446-Reviews-Hotel_Centnovum_Kyoto-Kyoto_Kyoto_Prefecture_Kinki.html,4.0,2,601-8004,京都府,京都市,南区東九条東山王町19-1,,〒601-8004 京都府京都市南区東九条東山王町19-1,7218,27540,70
2496,704959,Toyoko Inn Utsunomiya Ekimae(东横INN 宇都宫站前),Toyoko Inn Utsunomiya Ekimae,5.0,8748.0,11301,Toyoko Inn Utsunomiya Ekimae,https://www.tripadvisor.com/Hotel_Review-g298183-d1495514-Reviews-Toyoko_Inn_Utsunomiya_Ekimae-Utsunomiya_Tochigi_Prefecture_Kanto.html,3.5,157,321-0966,栃木県,宇都宮市,今泉1-4-29,,〒321-0966 栃木県宇都宮市今泉1-4-29,6604,9850,354
2505,704975,Naeba Prince Hotel(苗场王子大酒店),Naeba Prince Hotel,4.2,13391.0,2458,Naeba Prince Hotel,https://www.tripadvisor.com/Hotel_Review-g1119245-d301350-Reviews-Naeba_Prince_Hotel-Yuzawa_machi_Minamiuonuma_gun_Niigata_Prefecture_Chubu.html,3.5,10,949-6292,新潟県,南魚沼郡湯沢町,三国202,,〒949-6292 新潟県南魚沼郡湯沢町三国202,8329,33426,1298
2508,704979,Koyo Grand Hotel(江阳格兰酒店),Koyo Grand Hotel,4.1,14653.0,5870,Koyo Grand Hotel,https://www.tripadvisor.com/Hotel_Review-g298249-d583324-Reviews-Koyo_Grand_Hotel-Sendai_Miyagi_Prefecture_Tohoku.html,3.5,43,980-0014,宮城県,仙台市青葉区,本町2-3-1,,〒980-0014 宮城県仙台市青葉区本町2-3-1,5822,24183,149
2509,704980,Toyoko Inn Sendai Nishi-guchi Hirose-dori(东横INN 仙台西口广濑通),Toyoko Inn Sendai Nishi-guchi Hirose-dori,3.9,7344.0,5835,Toyoko Inn Sendai Nishi-guchi Hirose-dori,https://www.tripadvisor.com/Hotel_Review-g298249-d1103986-Reviews-Toyoko_Inn_Sendai_Nishi_guchi_Hirose_dori-Sendai_Miyagi_Prefecture_Tohoku.html,3.5,43,980-0014,宮城県,仙台市青葉区,本町1-4-45,,〒980-0014 宮城県仙台市青葉区本町1-4-45,6944,10417,210
2537,705025,Toyoko Inn Aizuwakamatsu Ekimae(东横INN 会津若松站前),Toyoko Inn Aizuwakamatsu Ekimae,4.2,6048.0,11002,Toyoko Inn Aizuwakamatsu Ekimae,https://www.tripadvisor.com/Hotel_Review-g780850-d1497094-Reviews-Toyoko_Inn_Aizuwakamatsu_Ekimae-Aizuwakamatsu_Fukushima_Prefecture_Tohoku.html,3.5,151,965-0024,福島県,会津若松市,白虎町 222-1,,〒965-0024 福島県会津若松市白虎町 222-1,7164,10969,164
2557,705048,Toyoko Inn Chiba Ekimae(东横INN 千叶站前),Toyoko Inn Chiba Ekimae,3.7,6264.0,11577,Toyoko Inn Chiba Ekimae,https://www.tripadvisor.com/Hotel_Review-g298158-d1495487-Reviews-Toyoko_Inn_Chiba_Ekimae-Chiba_Chiba_Prefecture_Kanto.html,3.5,167,260-0015,千葉県,千葉市,中央区富士見1-14-6,,〒260-0015 千葉県千葉市中央区富士見1-14-6,6268,17573,46
2566,705063,Hirosaki Park Hotel(弘前公园酒店),Hirosaki Park Hotel,3.3,9644.0,12083,Hirosaki Park Hotel,https://www.tripadvisor.com/Hotel_Review-g303161-d1075183-Reviews-Hirosaki_Park_Hotel-Hirosaki_Aomori_Prefecture_Tohoku.html,3.5,183,036-8182,青森県,弘前市,土手町126,,〒036-8182 青森県弘前市土手町126,5820,24961,121
2577,705074,Toyoko Inn Nagoya Sakae(东横INN 名古屋荣),Toyoko Inn Nagoya Sakae,4.1,7668.0,3597,Toyoko Inn Nagoya Sakae,https://www.tripadvisor.com/Hotel_Review-g298106-d1497058-Reviews-Toyoko_Inn_Nagoya_Sakae-Nagoya_Aichi_Prefecture_Chubu.html,3.5,20,460-0005,愛知県,名古屋市中区,東桜2丁目22-21,,〒460-0005 愛知県名古屋市中区東桜2丁目22-21,6719,9742,308
2578,705075,Toyoko Inn Nagoya Nishiki(东横INN 名古屋锦),Toyoko Inn Nagoya Nishiki,3.9,6804.0,3561,Toyoko Inn Nagoya Nishiki,https://www.tripadvisor.com/Hotel_Review-g298106-d1493251-Reviews-Toyoko_Inn_Nagoya_Nishiki-Nagoya_Aichi_Prefecture_Chubu.html,3.5,20,460-0003,愛知県,名古屋市,中区錦3-9-3,,〒460-0003 愛知県名古屋市中区錦3-9-3,6943,9966,96
2580,705078,Toyoko Inn Nagoya-eki Shinkansen-guchi(东横INN 名古屋站新干线口),Toyoko Inn Nagoya-eki Shinkansen-guchi,4.0,10044.0,3554,Toyoko Inn Nagoya-eki Shinkansen-guchi,https://www.tripadvisor.com/Hotel_Review-g298106-d1495521-Reviews-Toyoko_Inn_Nagoya_eki_Shinkansen_guchi-Nagoya_Aichi_Prefecture_Chubu.html,3.5,20,453-0015,愛知県,名古屋市中村区,椿町7-16,,〒453-0015 愛知県名古屋市中村区椿町7-16,8511,10862,161
2600,705111,Hotel Granvia Okayama(冈山格兰比亚大酒店),Hotel Granvia Okayama,4.8,13699.0,8806,Hotel Granvia Okayama,https://www.tripadvisor.com/Hotel_Review-g298134-d323957-Reviews-Hotel_Granvia_Okayama-Okayama_Okayama_Prefecture_Chugoku.html,4.0,94,700-0024,岡山県,岡山市,駅元町1ー5,,〒700-0024 岡山県岡山市北区駅元町1ー5,9400,29767,328
2605,705116,Toyoko Inn Naha Shintoshin Omoromachi(东横INN 那霸新都心Omoromachi),Toyoko Inn Naha Shintoshin Omoromachi,4.3,7074.0,3403,Toyoko Inn Naha Shintoshin Omoromachi,https://www.tripadvisor.com/Hotel_Review-g298224-d1093482-Reviews-Toyoko_Inn_Naha_Shintoshin_Omoromachi-Naha_Okinawa_Prefecture_Kyushu_Okinawa.html,3.5,18,900-0006,沖縄県,那覇市,おもろまち1-2-27,,〒900-0006 沖縄県那覇市おもろまち1-2-27,6495,11889,204
2606,705117,Daiwa Roynet Hotel Hiroshima(广岛戴哇鲁内酒店),Daiwa Roynet Hotel Hiroshima,4.4,7819.0,4940,Daiwa Roynet Hotel Hiroshima,https://www.tripadvisor.com/Hotel_Review-g298561-d1590323-Reviews-Daiwa_Roynet_Hotel_Hiroshima-Hiroshima_Hiroshima_Prefecture_Chugoku.html,4.0,34,730-0042,広島県,広島市,中区国泰寺町 1-3-20,読売広島ビル,〒730-0042 広島県広島市中区国泰寺町 1-3-20読売広島ビル,6158,18921,231
2627,705141,Toyoko Inn Oita Ekimae(大分站前东横宾馆),Toyoko Inn Oita Ekimae,4.2,7776.0,11060,Toyoko Inn Oita Ekimae,https://www.tripadvisor.com/Hotel_Review-g298220-d1109485-Reviews-Toyoko_Inn_Oita_Ekimae-Oita_Oita_Prefecture_Kyushu_Okinawa.html,4.0,152,870-0026,大分県,大分市,金池町2-2-5,,〒870-0026 大分県大分市金池町2-2-5,6156,9066,233
2629,705143,Hotel Epinard Nasu(伊普纳德纳旭酒店),Hotel Epinard Nasu,4.5,25530.0,2337,Hotel Epinard Nasu,https://www.tripadvisor.com/Hotel_Review-g1121057-d1135887-Reviews-Hotel_Epinard_Nasu-Nasu_machi_Nasu_gun_Tochigi_Prefecture_Kanto.html,4.0,8,325-0302,栃木県,那須郡那須町,高久丙1,,〒325-0302 栃木県那須郡那須町高久丙1,14881,73293,306
2630,705144,JR Kyushu Hotel Miyazaki(JR九州宫崎酒店),JR Kyushu Hotel Miyazaki,4.7,8733.0,8447,JR Kyushu Hotel Miyazaki,https://www.tripadvisor.com/Hotel_Review-g298215-d2372497-Reviews-JR_Kyushu_Hotel_Miyazaki-Miyazaki_Miyazaki_Prefecture_Kyushu_Okinawa.html,4.0,88,880-0811,宮崎県,宮崎市,錦町1-10,,〒880-0811 宮崎県宮崎市錦町1-10,6938,16226,141
2647,705164,Takamatsu Tokyu REI Hotel(高松东急REI酒店),Takamatsu Tokyu REI Hotel,4.2,9059.0,7958,Takamatsu Tokyu REI Hotel,https://www.tripadvisor.com/Hotel_Review-g298232-d472361-Reviews-Takamatsu_Tokyu_REI_Hotel-Takamatsu_Kagawa_Prefecture_Shikoku.html,4.0,79,760-0024,香川県,高松市,兵庫町9-9,,〒760-0024 香川県高松市兵庫町9-9,6491,17905,191
2656,705180,Sutton Hotel Hakata City(博多城萨顿酒店),Sutton Hotel Hakata City,4.4,6956.0,3188,Sutton Hotel Hakata City,https://www.tripadvisor.com/Hotel_Review-g298207-d1055198-Reviews-Sutton_Hotel_Hakata_City-Fukuoka_Fukuoka_Prefecture_Kyushu_Okinawa.html,4.0,17,812-0011,福岡県,福岡市,博多区博多駅前3-4-8,,〒812-0011 福岡県福岡市博多区博多駅前3-4-8,6055,26200,162
2659,705185,Toyo Hotel(东洋酒店),Toyo Hotel,4.1,6600.0,3260,Toyo Hotel,https://www.tripadvisor.com/Hotel_Review-g298207-d558278-Reviews-Toyo_Hotel-Fukuoka_Fukuoka_Prefecture_Kyushu_Okinawa.html,3.5,17,813-0013,福岡県,福岡市,博多区博多駅東1-9-36,,〒813-0013 福岡県福岡市博多区博多駅東1-9-36,6935,12109,269
2660,705186,Toyoko Inn Okhotsk Abashiri Ekimae(东横INN 鄂霍次克网走站前),Toyoko Inn Okhotsk Abashiri Ekimae,4.3,6264.0,14051,Toyoko Inn Okhotsk Abashiri Ekimae,https://www.tripadvisor.com/Hotel_Review-g651651-d1495464-Reviews-Toyoko_Inn_Okhotsk_Abashiri_Ekimae-Abashiri_Hokkaido.html,4.0,270,093-0046,北海道,網走市,新町1-3-3,,〒093-0046 北海道網走市新町1-3-3,6488,10403,36
2675,705204,Hotel Sunroute Hakata(博多灿路都大酒店),Hotel Sunroute Hakata,4.3,6180.0,3187,Hotel Sunroute Hakata,https://www.tripadvisor.com/Hotel_Review-g298207-d505442-Reviews-Hotel_Sunroute_Hakata-Fukuoka_Fukuoka_Prefecture_Kyushu_Okinawa.html,3.5,17,812-0012,福岡県,福岡市博多区,博多駅中央街4-10,,〒812-0012 福岡県福岡市博多区博多駅中央街4-10,7486,19595,200
2676,705205,Toyoko Inn Sapporo-eki Kita-guchi(东横INN 札幌站北口),Toyoko Inn Sapporo-eki Kita-guchi,4.3,6804.0,3713,Toyoko Inn Sapporo-eki Kita-guchi,https://www.tripadvisor.com/Hotel_Review-g298560-d1495473-Reviews-Toyoko_Inn_Sapporo_eki_Kita_guchi-Sapporo_Hokkaido.html,4.0,21,060-0806,北海道,札幌市北区,北6条西1-4-3,,〒060-0806 北海道札幌市北区北6条西1-4-3,5823,9742,357
2678,705207,Toyoko Inn Sapporo-eki Minami-guchi(东横INN 札幌站南口),Toyoko Inn Sapporo-eki Minami-guchi,3.9,5184.0,3730,Toyoko Inn Sapporo-eki Minami-guchi,https://www.tripadvisor.com/Hotel_Review-g298560-d1495472-Reviews-Toyoko_Inn_Sapporo_eki_Minami_guchi-Sapporo_Hokkaido.html,3.5,21,060-0003,北海道,札幌市中央区,北3条西1-1-16,,〒060-0003 北海道札幌市中央区北3条西1-1-16,5263,9295,115
2682,705212,Toyoko Inn Sapporo Susukino Minami(东横INN 札幌薄野南),Toyoko Inn Sapporo Susukino Minami,4.0,6804.0,3760,Toyoko Inn Sapporo Susukino Minami,https://www.tripadvisor.com/Hotel_Review-g298560-d557888-Reviews-Toyoko_Inn_Sapporo_Susukino_Minami-Sapporo_Hokkaido.html,4.0,21,060-0056,北海道,札幌市中央区,南6条東2丁目1-1,,〒060-0056 北海道札幌市中央区南6条東2丁目1-1,5263,9630,196
2684,705214,Toyoko Inn Sapporo Susukino Kosaten(东横INN 札幌薄野十字路口),Toyoko Inn Sapporo Susukino Kosaten,4.1,7884.0,3739,Toyoko Inn Sapporo Susukino Kosaten,https://www.tripadvisor.com/Hotel_Review-g298560-d1238316-Reviews-Toyoko_Inn_Sapporo_Susukino_Kosaten-Sapporo_Hokkaido.html,4.0,21,064-0804,北海道,札幌市中央区,南4条西 3-4-1,,〒064-0804 北海道札幌市中央区南4条西 3-4-1,5823,9742,389
2685,705215,Richmond Hotel Fukuoka Tenjin(福冈天神 里奇蒙酒店),Richmond Hotel Fukuoka Tenjin,4.6,8559.0,3189,Richmond Hotel Fukuoka Tenjin,https://www.tripadvisor.com/Hotel_Review-g298207-d1055007-Reviews-Richmond_Hotel_Fukuoka_Tenjin-Fukuoka_Fukuoka_Prefecture_Kyushu_Okinawa.html,4.5,17,810-0004,福岡県,福岡市中央区,渡辺通4-8-25,,〒810-0004 福岡県福岡市中央区渡辺通4-8-25,7926,17283,250
2697,705228,Hotel Il Palazzo(Il Palazzo酒店),Hotel Il Palazzo,4.2,18425.0,3190,Hotel Il Palazzo,https://www.tripadvisor.com/Hotel_Review-g298207-d320329-Reviews-Hotel_Il_Palazzo-Fukuoka_Fukuoka_Prefecture_Kyushu_Okinawa.html,4.0,17,810-0003,福岡県,福岡市,中央区春吉3-13-1,,〒810-0003 福岡県福岡市中央区春吉3-13-1,10018,66711,62
2704,705237,Toyoko Inn Nagano-eki Zenkoji-guchi(东横INN 长野站善光寺口),Toyoko Inn Nagano-eki Zenkoji-guchi,4.5,9288.0,5978,Toyoko Inn Nagano-eki Zenkoji-guchi,https://www.tripadvisor.com/Hotel_Review-g298565-d1654026-Reviews-Toyoko_Inn_Nagano_eki_Zenkoji_guchi-Nagano_Nagano_Prefecture_Chubu.html,3.5,45,380-0824,長野県,長野市,南石堂町1315-8,,〒380-0824 長野県長野市南石堂町1315-8,7501,10748,215
